District,County,Route,Road_Name,Begin_MP,End_MP,Comments,Reported_On,End_Date,Route_Link
1,Ballard,US-62,CUNNINGHAM RD,0.1,1.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 10:53:59,2023-07-20 09:38:01,https://goky.ky.gov/?lat=36.9532&lng=-88.827159&zoom=14US-62
1,Ballard,US-62,CUNNINGHAM RD,1.0,2.0,Road blocked due to flooding. Seek alternate route.,2023-03-03 08:32:16,2023-03-03 10:26:01,https://goky.ky.gov/?lat=36.965764&lng=-88.829484&zoom=14US-62
1,Ballard,US-62,CUNNINGHAM RD,1.0,2.0,"single lane traffic with alternating flow controlled by flaggers. Expect delays.
",2023-03-03 08:32:16,2023-03-03 22:10:01,https://goky.ky.gov/?lat=36.965764&lng=-88.829484&zoom=14US-62
1,Calloway,KY-121,KY-121 S,13.7,13.7,Roadway blocked due to flooding. Updates as available.,2023-07-19 12:45:27,2023-07-19 20:16:00,https://goky.ky.gov/?lat=36.591175&lng=-88.300492&zoom=14KY-121
1,Calloway,KY-1270,EDGEHILL TRL,0.1,4.3,Both directions all lanes blocked due to flooding. Seek alternate route.,2023-07-19 12:46:43,2023-07-19 15:10:00,https://goky.ky.gov/?lat=36.510346&lng=-88.487221&zoom=14KY-1270
1,Calloway,KY-1270,EDGEHILL TRL,0.1,4.3,Roadway blocked due to flooding. Updates as available.,2023-07-19 12:46:43,2023-07-20 10:40:01,https://goky.ky.gov/?lat=36.510346&lng=-88.487221&zoom=14KY-1270
1,Calloway,KY-280,POTTERTOWN RD,7.2,7.8,Roadway blocked due to downed trees and power lines. Updates as available.,2023-07-19 12:47:36,2023-07-19 20:16:00,https://goky.ky.gov/?lat=36.602155&lng=-88.141003&zoom=14KY-280
1,Calloway,KY-280,POTTERTOWN RD,7.2,7.8,Roadway blocked due to flooding. Updates as available.,2023-07-19 12:47:36,2023-07-19 12:52:01,https://goky.ky.gov/?lat=36.602155&lng=-88.141003&zoom=14KY-280
1,Calloway,KY-783,CROSSLAND RD,4.0,4.0,,2023-01-03 07:31:05,2023-01-03 17:34:00,https://goky.ky.gov/?lat=36.574914&lng=-88.388492&zoom=14KY-783
1,Calloway,KY-783,CROSSLAND RD,4.2,4.3,"Blocked due to flooding, find alternate route.",2023-01-04 13:27:30,2023-01-04 16:10:00,https://goky.ky.gov/?lat=36.577804&lng=-88.388444&zoom=14KY-783
1,Carlisle,KY-121,KY-121 N,7.3,7.3,Roadway blocked due to flooding. Updates as available,2022-04-12 08:56:00,2022-04-12 10:04:00,https://goky.ky.gov/?lat=36.907913&lng=-88.917011&zoom=14
1,Carlisle,KY-1628,KY-1628,2.0,2.0,Roadway Closed due to Flood damage,2022-04-26 08:11:00,2022-04-26 10:50:00,https://goky.ky.gov/?lat=36.922194&lng=-88.898473&zoom=14
1,Carlisle,KY-1628,KY-1628,2.0,2.0,Roadway blocked due to flood damage. Updates as available.,2022-04-26 08:11:00,2022-04-28 08:02:01,https://goky.ky.gov/?lat=36.922194&lng=-88.898473&zoom=14
1,Carlisle,KY-1628,KY-1628,2.0,4.0,Rpadway blocked due to flooding. Updates as avaiable. ,2023-01-03 07:11:01,2023-01-04 10:04:01,https://goky.ky.gov/?lat=36.922201&lng=-88.898478&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,2.0,4.0,Both directions all lanes blocked. Seek alternate route,2023-01-03 07:11:01,2023-01-03 16:48:01,https://goky.ky.gov/?lat=36.922201&lng=-88.898478&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Blocked due to flooding in the area.,2022-01-01 11:37:00,2022-02-18 17:38:00,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:27:00,2022-01-09 18:10:01,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 08:27:00,2022-02-25 15:58:00,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Road blocked due to flooding. Updates as available.,2022-02-18 07:09:00,2022-02-23 16:12:00,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,3.0,Road blocked due to flooding at this location.,2023-03-25 09:21:07,2023-03-25 22:14:02,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 18:09:48,2024-01-17 12:18:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,"Roadway blocked due to flooding. Will remain closed through Thursday, July 27. ",2023-07-19 20:17:08,2023-07-22 20:08:00,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Both directions all lanes blocked. Seek alternate route.,2023-08-05 10:52:22,2023-08-05 10:58:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway is blocked due to water over the road signs are posted,2023-08-05 10:53:21,2023-08-05 15:04:00,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway is blocked due to flooding. Updates as available.,2023-08-05 10:53:21,2023-08-05 16:06:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Both directions all lanes blocked due to flooding. Seek alternate route.,2024-01-12 11:47:16,2024-01-12 16:10:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Blocked due to flooding in the area.,2022-01-01 11:36:00,2022-01-02 21:44:00,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-01-01 11:36:00,2022-02-25 15:58:00,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:26:00,2022-01-09 18:08:01,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Road blocked due to flooding. Updates as available.,2022-02-22 16:51:00,2022-02-23 16:14:01,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,2.0,Both directions all lanes blocked. Seek alternate route.,2023-01-03 07:12:36,2023-01-03 16:48:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,2.0,Roadway blocked due to flooding. Updates as available.,2023-01-03 07:12:36,2023-01-05 16:26:00,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2023-03-05 01:14:19,2023-07-20 09:40:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Road blocked due to flooding at this location.,2023-03-25 09:19:40,2023-03-27 15:38:02,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,6.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 18:08:53,2023-07-23 19:30:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Roadway is blocked due to water over the road. Signs are posted,2023-08-05 10:49:59,2023-08-05 15:02:00,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Roadway blocked due to flooding. Updates as available.,2023-08-05 10:49:59,2024-01-17 12:18:01,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Both directions all lanes blocked due to flooding. Seek alternate route.,2024-01-12 11:47:15,2024-01-12 16:10:01,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to floodig Updates as available.,2023-03-04 19:28:17,2023-03-05 17:46:01,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to flooding. Updates as available.,2023-03-04 19:28:17,2023-03-08 16:22:00,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to high water. Updates as available.,2023-03-04 19:28:17,2023-03-04 22:16:01,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-307,KY-307,1.0,1.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:57:23,2023-07-20 06:34:01,https://goky.ky.gov/?lat=36.787286&lng=-88.862916&zoom=14KY-307
1,Carlisle,KY-307,KY-307,1.0,1.0,Roadway blocked due to water over the road,2023-07-19 06:57:23,2023-07-19 15:12:01,https://goky.ky.gov/?lat=36.787286&lng=-88.862916&zoom=14KY-307
1,Carlisle,KY-307,KY-307,7.0,7.0,Road blocked due to flooding. Updates as available.,2023-03-03 06:32:51,2023-03-03 10:26:01,https://goky.ky.gov/?lat=36.874876&lng=-88.862291&zoom=14KY-307
1,Carlisle,KY-307,KY-307,7.2,7.2,ROAD BLOCKED TO HIGH WATER,2022-04-06 08:13:00,2022-04-06 12:16:01,https://goky.ky.gov/?lat=36.877816&lng=-88.862246&zoom=14
1,Carlisle,KY-307,KY-307,8.0,8.0,Roadway is blocked at this location due to water over the road.,2023-07-19 06:19:29,2023-07-19 15:14:01,https://goky.ky.gov/?lat=36.889663&lng=-88.862205&zoom=14KY-307
1,Carlisle,KY-307,KY-307,8.0,8.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:19:29,2023-07-19 20:18:01,https://goky.ky.gov/?lat=36.889663&lng=-88.862205&zoom=14KY-307
1,Carlisle,KY-80,KY-80 W,2.8,2.8,road blocked due to high water,2022-04-06 07:31:00,2022-04-06 12:16:01,https://goky.ky.gov/?lat=36.788629&lng=-89.015263&zoom=14
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Road blocked due to flooding. Updates as available.,2023-03-03 06:26:59,2023-03-03 22:12:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Road blocked due to flooding at this location.,2023-03-25 09:27:29,2023-03-25 11:50:00,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:15:57,2023-07-19 20:18:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Roadway ia blocked in at this location due to water over the road.,2023-07-19 06:15:57,2023-07-19 15:14:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Both directions all lanes blocked due to flooding. Seek alternate route.,2023-08-05 09:37:07,2023-08-05 13:06:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Roadway is blocked due to water over the roadway. Signs and barricades are in place,2023-08-05 09:39:39,2023-08-05 10:54:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,US-62,US-62,0.0,6.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:20:00,2022-01-09 10:32:00,https://goky.ky.gov/?lat=36.892297&lng=-88.966634&zoom=14
1,Carlisle,US-62,US-62,3.0,4.0,Both directions all lanes blocked. Seek alternate route.,2023-01-03 07:14:05,2023-01-03 16:40:01,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
1,Carlisle,US-62,US-62,3.0,4.0,Roadway blocked due to flooding. Updates as available.,2023-01-03 07:14:05,2023-01-03 22:16:00,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
1,Carlisle,US-62,US-62,4.0,6.0,Road closed due to flooding. Updates as available.,2022-01-01 15:52:00,2022-01-02 09:26:00,https://goky.ky.gov/?lat=36.907393&lng=-88.935914&zoom=14
1,Carlisle,US-62,US-62,4.0,5.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:20:00,2022-01-09 18:08:01,https://goky.ky.gov/?lat=36.903716&lng=-88.943648&zoom=14
1,Carlisle,US-62,US-62,4.0,5.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 08:20:00,2022-04-14 15:08:00,https://goky.ky.gov/?lat=36.903716&lng=-88.943648&zoom=14
1,Carlisle,US-62,US-62,4.0,5.0,Road blocked due to flooding. Updates as available.,2022-02-22 17:33:00,2022-04-07 08:34:01,https://goky.ky.gov/?lat=36.903716&lng=-88.943648&zoom=14
1,Carlisle,US-62,US-62,4.0,5.0,Water Over Road,2022-03-07 05:54:00,2022-03-07 06:12:00,https://goky.ky.gov/?lat=36.903716&lng=-88.943648&zoom=14
1,Carlisle,US-62,US-62,4.0,5.0,"Road blocked due to flooding.  Updates as available.

Motorists may self-detour via KY 1905, KY 1371, and KY 408.",2023-02-16 19:02:08,2023-02-16 22:20:01,https://goky.ky.gov/?lat=36.899912&lng=-88.951315&zoom=14US-62
1,Carlisle,US-62,US-62,4.0,6.0,Road blocked due to flooding at this location.,2023-03-03 09:57:48,2023-03-04 07:34:01,https://goky.ky.gov/?lat=36.899912&lng=-88.951315&zoom=14US-62
1,Carlisle,US-62,US-62,4.0,4.0,Road blocked due to flooding at this location.,2023-03-25 09:18:13,2023-03-25 15:22:02,https://goky.ky.gov/?lat=36.899912&lng=-88.951315&zoom=14US-62
1,Carlisle,US-62,US-62,4.0,5.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:56:58,2023-07-20 22:32:01,https://goky.ky.gov/?lat=36.899912&lng=-88.951315&zoom=14US-62
1,Carlisle,US-62,US-62,4.0,5.0,Roadway is blocked at this location due to water over the road.,2023-07-19 06:56:58,2023-07-19 15:12:01,https://goky.ky.gov/?lat=36.899912&lng=-88.951315&zoom=14US-62
1,Carlisle,US-62,US-62,4.0,6.0,Roadway blocked due to flooding. Updates as available.,2023-08-05 16:55:59,2024-01-13 09:04:01,https://goky.ky.gov/?lat=36.899912&lng=-88.951315&zoom=14US-62
1,Carlisle,US-62,US-62,10.0,10.0,Road blocked due to flooding. Seek alternate route.,2023-03-03 11:24:49,2023-03-03 22:12:01,https://goky.ky.gov/?lat=36.917142&lng=-88.851756&zoom=14US-62
1,Crittenden,KY-135,KY-135,4.5,4.5,Roadway blocked due to flooding. Updates as available.,2022-03-01 10:00:00,2022-03-08 09:12:11,https://goky.ky.gov/?lat=37.428112&lng=-88.275722&zoom=14
1,Crittenden,KY-855,KY-855 N,5.0,5.0,Roadway blocked due to flooding. Updates as available.,2022-02-17 16:00:00,2022-02-18 08:56:00,https://goky.ky.gov/?lat=37.239678&lng=-88.157955&zoom=14
1,Crittenden,KY-855,KY-855 N,5.0,5.0,Roadway blocked due to flooding. Updates as available.,2023-02-16 08:51:58,2023-03-05 11:28:01,https://goky.ky.gov/?lat=37.239685&lng=-88.157961&zoom=14KY-855
1,Crittenden,KY-855,KY-855 N,5.0,5.0,Road blocked due to flooding. Seek alternate route.,2023-03-03 11:26:29,2023-03-04 15:24:02,https://goky.ky.gov/?lat=37.239685&lng=-88.157961&zoom=14KY-855
1,Crittenden,KY-902,KY-902,5.0,5.0,Roadway blocked due to flooding. Updates as available.,2022-02-17 16:00:00,2022-02-18 08:56:00,https://goky.ky.gov/?lat=37.182167&lng=-88.099146&zoom=14
1,Crittenden,KY-902,KY-902,5.0,5.0,Roadway blocked due to flooding. Updates as available.,2023-02-16 08:53:36,2023-02-17 08:24:00,https://goky.ky.gov/?lat=37.182174&lng=-88.099151&zoom=14KY-902
1,Crittenden,KY-902,KY-902,5.0,5.0,Road blocked due to flooding. Seek alternate route.,2023-03-03 12:20:19,2023-03-03 22:14:01,https://goky.ky.gov/?lat=37.182174&lng=-88.099151&zoom=14KY-902
1,Crittenden,KY-91,KY-91 N,5.1,5.2,Blocked in both directions over Crooked Creek in Marion due to bridge surface collapse.,2022-02-17 17:46:00,2022-02-21 16:34:00,https://goky.ky.gov/?lat=37.334882&lng=-88.092769&zoom=14
1,Crittenden,KY-91,KY-91 N,15.0,15.8,Road blocked due to flooding. Updates as available.,2022-02-25 22:03:00,2022-02-26 12:04:00,https://goky.ky.gov/?lat=37.454589&lng=-88.163887&zoom=14
1,Crittenden,KY-91,KY-91 N,15.0,15.8,Roadway blocked due to flooding. Updates as available.,2022-02-25 22:03:00,2022-03-11 17:58:01,https://goky.ky.gov/?lat=37.454589&lng=-88.163887&zoom=14
1,Fulton,KY-1128,KY-1128,4.6,6.1,Road blocked due to flooding at this location.,2023-03-25 09:25:26,2023-03-25 15:10:01,https://goky.ky.gov/?lat=36.532347&lng=-89.100624&zoom=14KY-1128
1,Fulton,KY-1129,KY-1129,8.0,9.0,Roadway blocked due to flooding. Updates as available.,2022-03-01 10:00:00,2022-03-11 17:58:01,https://goky.ky.gov/?lat=36.589617&lng=-89.054984&zoom=14
1,Fulton,KY-1354,KY-1354,0.0,0.4,Roadway blocked due to flooding. Updates as available.,2022-02-28 08:30:00,2022-03-16 17:58:01,https://goky.ky.gov/?lat=36.565638&lng=-89.210258&zoom=14
1,Fulton,KY-1354,KY-1354,0.0,0.4,Blocked due to flooding in the area.,2022-02-28 08:30:00,2022-02-28 15:00:01,https://goky.ky.gov/?lat=36.565638&lng=-89.210258&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Blocked due to water over the road in the area.,2022-01-02 09:29:00,2022-01-02 18:52:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Road closed due to flooding. Updates as available.,2022-01-04 12:00:00,2022-01-07 12:44:01,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Road is blocked due to flooding. Updates as available.,2022-01-09 14:45:00,2022-01-09 18:06:01,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 14:45:00,2022-03-26 15:16:03,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Blocked due to flooding in the area.,2022-03-07 09:23:00,2022-03-08 16:18:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Road blocked due to flooding. Updates as available.,2022-03-23 17:38:00,2022-03-23 20:04:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,"WATER OVER RD, ROAD BLOCKED",2022-03-25 09:07:00,2022-03-25 14:54:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Water over road,2023-01-03 11:51:22,2023-01-03 16:50:01,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,"Road blocked due to flooding, find alternate route.",2023-01-04 13:17:40,2023-01-04 16:10:00,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Road blocked due to flooding. Seek alternate route.,2023-03-03 08:20:23,2023-03-03 10:44:00,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Road blocked due to flooding at this location.,2023-03-25 09:24:33,2023-03-27 15:38:02,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Roadway blocked due to flooding. Updates as available.,2023-03-25 09:24:33,2023-07-24 11:04:00,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Road closed due to flooding. Seek alternate route.,2023-08-03 14:32:29,2023-08-03 17:18:01,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Roadway blocked due to flooding. Updates as available. ,2023-08-03 17:13:59,2023-08-09 12:46:00,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Roadway blocked due to flooding. Updates as avilable. ,2023-08-03 17:13:59,2023-08-03 17:20:01,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Roadway blocked due to flooding.  Updates as available.,2024-01-09 13:39:11,2024-01-17 12:18:01,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Road blocked due to flooding in this location.,2024-01-09 13:39:11,2024-01-09 18:08:01,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,0.1,3.0,Roadway blocked due to flooding. Updates as available,2024-01-28 06:38:09,2024-01-29 17:50:01,https://goky.ky.gov/?lat=36.555907&lng=-89.019147&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 10:05:00,2022-04-12 18:08:00,https://goky.ky.gov/?lat=36.579274&lng=-89.012874&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Blocked due to flooding in the area.,2022-04-13 09:04:00,2022-04-14 14:58:00,https://goky.ky.gov/?lat=36.579275&lng=-89.013215&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-04-14 09:45:00,2022-04-14 17:14:00,https://goky.ky.gov/?lat=36.579275&lng=-89.013215&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,WATER OVER ROAD,2022-04-26 08:12:00,2022-04-26 10:48:00,https://goky.ky.gov/?lat=36.579274&lng=-89.012874&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,1.0,"KY 1907/Swamp Root Road is CLOSED between KY 781 and KY 94 - Signs and barricades posted
Updates as appropriate.
",2024-01-09 13:40:17,2024-01-09 18:08:01,https://goky.ky.gov/?lat=36.567709&lng=-89.017237&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,1.0,Roadway blocked due to flooding.  Updates as available.,2024-01-09 13:40:17,2024-01-09 18:14:01,https://goky.ky.gov/?lat=36.567709&lng=-89.017237&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Roadway closed due to flooding. Updates as available.,2024-01-12 18:07:44,2024-01-13 09:06:01,https://goky.ky.gov/?lat=36.567709&lng=-89.017237&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,KY 1907/Swamp Root Road is CLOSED between KY 781 and KY 94 - Signs and barricades posted,2024-01-12 18:07:44,2024-01-12 18:26:01,https://goky.ky.gov/?lat=36.567709&lng=-89.017237&zoom=14KY-1907
1,Fulton,KY-1907,STATE ROUTE 1907,3.0,3.0,,2023-07-19 12:45:29,2023-07-19 15:16:00,https://goky.ky.gov/?lat=36.583958&lng=-88.999644&zoom=14KY-1907
1,Fulton,KY-2140,KY-2140,3.0,3.0,Both directions all lanes blocked. Seek alternate route.,2023-08-04 12:03:19,2023-08-05 15:08:00,https://goky.ky.gov/?lat=36.549454&lng=-89.114676&zoom=14KY-2140
1,Fulton,KY-2140,KY-2140,3.0,3.0,Roadway blocked due to flooding. Updates as available.,2023-08-04 12:03:19,2023-08-08 15:26:01,https://goky.ky.gov/?lat=36.549454&lng=-89.114676&zoom=14KY-2140
1,Fulton,KY-94,CATLETT ST,12.0,12.0,Both directions all lanes blocked. Seek alternate route.,2023-08-04 10:16:56,2023-08-05 13:06:01,https://goky.ky.gov/?lat=36.567821&lng=-89.20286&zoom=14KY-94
