District,County,Route,Road_Name,Begin_MP,End_MP,Comments,Reported_On,End_Date,Route_Link
1,Fulton,KY-1129,KY-1129,8.0,9.0,Roadway blocked due to flooding. Updates as available.,2022-03-01 10:00:00,2022-03-11 17:58:01,https://goky.ky.gov/?lat=36.589617&lng=-89.054984&zoom=14
1,Fulton,KY-1354,KY-1354,0.0,0.4,Roadway blocked due to flooding. Updates as available.,2022-02-28 08:30:00,2022-03-16 17:58:01,https://goky.ky.gov/?lat=36.565638&lng=-89.210258&zoom=14
1,Fulton,KY-1354,KY-1354,0.0,0.4,Blocked due to flooding in the area.,2022-02-28 08:30:00,2022-02-28 15:00:01,https://goky.ky.gov/?lat=36.565638&lng=-89.210258&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Blocked due to water over the road in the area.,2022-01-02 09:29:00,2022-01-02 18:52:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Road closed due to flooding. Updates as available.,2022-01-04 12:00:00,2022-01-07 12:44:01,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 14:45:00,2022-03-26 15:16:03,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Road is blocked due to flooding. Updates as available.,2022-01-09 14:45:00,2022-01-09 18:06:01,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Blocked due to flooding in the area.,2022-03-07 09:23:00,2022-03-08 16:18:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,Road blocked due to flooding. Updates as available.,2022-03-23 17:38:00,2022-03-23 20:04:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,0.0,3.0,"WATER OVER RD, ROAD BLOCKED",2022-03-25 09:07:00,2022-03-25 14:54:00,https://goky.ky.gov/?lat=36.575219&lng=-89.017188&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 10:05:00,2022-04-12 18:08:00,https://goky.ky.gov/?lat=36.579274&lng=-89.012874&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Blocked due to flooding in the area.,2022-04-13 09:04:00,2022-04-14 14:58:00,https://goky.ky.gov/?lat=36.579275&lng=-89.013215&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-04-14 09:45:00,2022-04-14 17:14:00,https://goky.ky.gov/?lat=36.579275&lng=-89.013215&zoom=14
1,Fulton,KY-1907,STATE ROUTE 1907,1.0,3.0,WATER OVER ROAD,2022-04-26 08:12:00,2022-04-26 10:48:00,https://goky.ky.gov/?lat=36.579274&lng=-89.012874&zoom=14
1,Fulton,KY-94,KY-94 E,23.0,26.0,Blocked due to water over the road in the area.,2022-01-02 09:28:00,2022-01-02 18:52:00,https://goky.ky.gov/?lat=36.55379&lng=-88.989229&zoom=14
1,Fulton,KY-94,KY-94 E,23.0,26.0,Road is blocked due to flooding. Updates as available.,2022-01-09 14:44:00,2022-01-09 18:06:01,https://goky.ky.gov/?lat=36.55379&lng=-88.989229&zoom=14
1,Fulton,KY-94,KY-94 E,23.0,26.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 14:44:00,2022-04-14 17:14:00,https://goky.ky.gov/?lat=36.55379&lng=-88.989229&zoom=14
1,Fulton,KY-94,KY-94 E,23.0,26.0,Blocked due to flooding in the area.,2022-02-18 07:12:00,2022-04-14 14:58:00,https://goky.ky.gov/?lat=36.55379&lng=-88.989229&zoom=14
1,Fulton,KY-94,KY-94 W,7.0,11.0,Road closed due to flooding. Updates as available.,2022-01-01 13:32:00,2022-01-02 05:58:00,https://goky.ky.gov/?lat=36.548059&lng=-89.249199&zoom=14
1,Fulton,KY-94,KY-94 W,7.0,11.0,Blocked due to water over the road in the area.,2022-01-02 09:27:00,2022-01-02 18:52:00,https://goky.ky.gov/?lat=36.548059&lng=-89.249199&zoom=14
1,Fulton,KY-94,KY-94 W,7.0,11.0,Road is blocked due to flooding. Updates as available.,2022-01-09 14:43:00,2022-01-09 18:06:01,https://goky.ky.gov/?lat=36.548059&lng=-89.249199&zoom=14
1,Fulton,KY-94,KY-94 W,7.0,11.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 14:43:00,2022-05-25 17:44:00,https://goky.ky.gov/?lat=36.548059&lng=-89.249199&zoom=14
1,Fulton,KY-94,KY-94 W,7.0,11.0,Blocked due to flooding in the area.,2022-02-22 10:47:00,2022-04-07 14:54:01,https://goky.ky.gov/?lat=36.548059&lng=-89.249199&zoom=14
1,Fulton,KY-94,KY-94 W,7.0,11.0,ROAD BLOCKED DUE TO HIGH WATER,2022-04-07 14:45:00,2022-04-07 14:54:01,https://goky.ky.gov/?lat=36.548059&lng=-89.249199&zoom=14
1,Graves,KY-1283,KY-1283,2.9,3.2,Roadway blocked due to flooding. Updates as available.,2022-02-17 17:15:00,2022-02-22 08:48:01,https://goky.ky.gov/?lat=36.654428&lng=-88.808604&zoom=14
1,Graves,KY-339,KY-339 E,0.0,2.0,"ROAD IS BLOCKED,WATER OVER RD",2022-04-12 07:37:00,2022-04-12 14:54:01,https://goky.ky.gov/?lat=36.633871&lng=-88.541878&zoom=14
1,Graves,KY-339,KY-339 E,0.0,2.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 07:37:00,2022-04-13 09:04:00,https://goky.ky.gov/?lat=36.633871&lng=-88.541878&zoom=14
1,Graves,KY-339,KY-339 E,0.0,1.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 07:44:00,2022-04-12 07:46:01,https://goky.ky.gov/?lat=36.634244&lng=-88.532851&zoom=14
1,Graves,KY-339,KY-339 N,37.0,38.4,Roadway blocked due to flooding. Updates as available.,2022-04-12 08:10:00,2022-04-12 15:00:02,https://goky.ky.gov/?lat=36.937856&lng=-88.729373&zoom=14
1,Graves,KY-348,KY-348 W,0.0,2.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 07:39:00,2022-04-12 15:00:02,https://goky.ky.gov/?lat=36.935239&lng=-88.547829&zoom=14
1,Graves,KY-348,KY-348 W,0.0,2.0,"ROAD BLOCKED, WATER OVER RD",2022-04-12 07:39:00,2022-04-12 14:56:01,https://goky.ky.gov/?lat=36.935239&lng=-88.547829&zoom=14
1,Graves,KY-348,KY-348 W,0.0,1.2,Roadway blocked due to flooding. Updates as available.,2022-04-12 07:39:00,2022-04-13 09:06:00,https://goky.ky.gov/?lat=36.938892&lng=-88.553608&zoom=14
1,Graves,KY-58,KY-58 W,1.0,1.6,Roadway blocked due to flooding. Updates as available.,2022-02-17 17:15:00,2022-02-18 08:52:00,https://goky.ky.gov/?lat=36.661177&lng=-88.795102&zoom=14
1,Hickman,KY-123,KY-123 E,1.5,2.2,Road closed due to flooding. Updates as available.,2022-01-02 21:15:00,2022-01-02 21:46:01,https://goky.ky.gov/?lat=36.689254&lng=-88.900504&zoom=14
1,Hickman,KY-123,KY-123 W,14.0,16.0,Road closed due to flooding. Updates as available.,2022-01-01 20:15:00,2022-01-07 12:44:01,https://goky.ky.gov/?lat=36.669675&lng=-89.095343&zoom=14
1,Hickman,KY-123,KY-123 W,14.0,16.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 19:30:00,2022-04-17 17:58:01,https://goky.ky.gov/?lat=36.669675&lng=-89.095343&zoom=14
1,Hickman,KY-123,KY-123 W,14.0,16.0,"WATER OVER ROAD, ROAD BLOCKED",2022-03-25 09:10:00,2022-03-25 14:56:00,https://goky.ky.gov/?lat=36.669675&lng=-89.095343&zoom=14
1,Hickman,KY-123,KY-123 W,14.0,16.0,Blocked due to flooding in the area.,2022-04-07 14:47:00,2022-04-07 14:54:01,https://goky.ky.gov/?lat=36.669675&lng=-89.095343&zoom=14
1,Hickman,KY-123,KY-123 W,14.0,16.0,ROAD BLOCKED DUE TO HIGH WATER,2022-04-07 14:48:00,2022-04-07 14:54:01,https://goky.ky.gov/?lat=36.669675&lng=-89.095343&zoom=14
1,Hickman,KY-1283,KY-1283,1.0,2.0,Roadway blocked due to flooding. Updates as available.,2022-02-17 22:30:00,2022-02-22 08:48:01,https://goky.ky.gov/?lat=36.609411&lng=-88.816776&zoom=14
1,Hickman,KY-1283,KY-1283,1.0,2.0,Blocked due to flooding in the area.,2022-02-22 11:11:00,2022-02-22 15:30:01,https://goky.ky.gov/?lat=36.609411&lng=-88.816776&zoom=14
1,Hickman,KY-1283,KY-1283,1.0,2.0,Road blocked due to flooding. Updates as available.,2022-02-22 11:11:00,2022-02-23 12:12:01,https://goky.ky.gov/?lat=36.609411&lng=-88.816776&zoom=14
1,Hickman,KY-1748,KY-1748,0.0,3.4,Blocked due to flooding in the area.,2022-02-22 11:09:00,2022-02-22 15:06:00,https://goky.ky.gov/?lat=36.755824&lng=-88.843487&zoom=14
1,Hickman,KY-1826,KY-1826,4.0,5.0,Road blocked due to flooding. Updates as available.,2022-02-22 11:10:00,2022-02-23 12:12:01,https://goky.ky.gov/?lat=36.672314&lng=-89.003708&zoom=14
1,Hickman,KY-1826,KY-1826,4.0,5.0,Blocked due to flooding in the area.,2022-02-22 11:10:00,2022-02-22 15:30:01,https://goky.ky.gov/?lat=36.672314&lng=-89.003708&zoom=14
1,Hickman,KY-2206,KY-2206,1.0,2.0,Road blocked due to flooding. Updates as available.,2022-02-22 11:19:00,2022-02-23 12:12:01,https://goky.ky.gov/?lat=36.705016&lng=-88.982607&zoom=14
1,Hickman,KY-2206,KY-2206,1.0,2.0,Blocked due to flooding in the area.,2022-02-22 11:19:00,2022-02-22 15:30:01,https://goky.ky.gov/?lat=36.705016&lng=-88.982607&zoom=14
1,Hickman,KY-307,KY-307 N,13.0,14.0,Blocked due to flooding in the area.,2022-02-22 11:08:00,2022-02-22 15:28:00,https://goky.ky.gov/?lat=36.737592&lng=-88.868696&zoom=14
1,Hickman,KY-307,KY-307 N,13.0,14.0,Road blocked due to flooding. Updates as available.,2022-02-22 11:08:00,2022-02-23 12:12:01,https://goky.ky.gov/?lat=36.737592&lng=-88.868696&zoom=14
1,Hickman,KY-58,KY-58 W,7.0,8.0,Blocked due to flooding in the area.,2022-02-18 07:14:00,2022-02-22 15:28:00,https://goky.ky.gov/?lat=36.691765&lng=-89.024411&zoom=14
1,Hickman,KY-58,KY-58 W,7.0,8.0,Road blocked due to flooding. Updates as available.,2022-02-22 11:07:00,2022-02-23 08:18:01,https://goky.ky.gov/?lat=36.691765&lng=-89.024411&zoom=14
1,Hickman,KY-780,KY-780,2.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-02-17 22:30:00,2022-02-20 14:34:01,https://goky.ky.gov/?lat=36.630274&lng=-88.993653&zoom=14
1,Hickman,KY-780,KY-780,2.0,3.0,Road blocked due to flooding. Updates as available.,2022-02-22 11:11:00,2022-02-23 12:12:01,https://goky.ky.gov/?lat=36.630274&lng=-88.993653&zoom=14
1,Hickman,KY-780,KY-780,2.0,3.0,Blocked due to flooding in the area.,2022-02-22 11:11:00,2022-02-22 15:30:01,https://goky.ky.gov/?lat=36.630274&lng=-88.993653&zoom=14
1,Hickman,US-51,US-51 N,10.0,11.0,Blocked due to flooding in the area.,2022-02-22 11:06:00,2022-02-22 14:28:00,https://goky.ky.gov/?lat=36.70525&lng=-89.000337&zoom=14
1,Livingston,KY-133,LOLA RD,6.0,7.0,Roadway blocked due to flooding. Updates as available.,2022-02-17 13:52:00,2022-02-17 22:54:01,https://goky.ky.gov/?lat=37.296176&lng=-88.271257&zoom=14
1,Livingston,KY-133,LOLA RD,6.0,7.0,Blocked due to flooding in the area.,2022-02-17 13:52:00,2022-02-22 15:10:00,https://goky.ky.gov/?lat=37.296176&lng=-88.271257&zoom=14
1,Livingston,KY-135,CARRSVILLE RD,3.0,4.0,Blocked due to flooding in the area.,2022-02-18 07:17:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=37.292181&lng=-88.374805&zoom=14
1,Livingston,KY-135,VINE ST,11.0,12.0,Blocked due to flooding in the area.,2022-02-18 07:17:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=37.3977&lng=-88.376831&zoom=14
1,Livingston,KY-137,RIVER RD,5.5,15.0,Road blocked due to flooding. Updates as available.,2022-02-25 15:48:00,2022-02-26 12:02:00,https://goky.ky.gov/?lat=37.302685&lng=-88.481809&zoom=14
1,Livingston,KY-137,RIVER RD,5.5,15.0,Roadway blocked due to flooding. Updates as available.,2022-02-25 15:48:00,2022-03-14 14:52:00,https://goky.ky.gov/?lat=37.302685&lng=-88.481809&zoom=14
1,Livingston,KY-1433,CEDAR GROVE RD,4.0,5.0,Blocked due to flooding in the area.,2022-02-17 13:53:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=37.205881&lng=-88.314812&zoom=14
1,Livingston,KY-3489,JIM WILSON LOOP,0.0,1.0,Blocked due to flooding in the area.,2022-02-22 10:20:00,2022-02-22 15:08:00,https://goky.ky.gov/?lat=37.07114&lng=-88.430537&zoom=14
1,Livingston,KY-453,IUKA RD,13.0,14.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 08:02:00,2022-04-12 15:02:01,https://goky.ky.gov/?lat=37.114759&lng=-88.383996&zoom=14
1,Livingston,KY-70,TILINE RD,7.0,8.0,Blocked due to flooding in the area.,2022-02-17 13:53:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=37.160973&lng=-88.273544&zoom=14
1,Livingston,KY-723,PINCKNEYVILLE RD,2.0,3.0,Blocked due to flooding in the area.,2022-02-22 10:20:00,2022-02-22 15:10:00,https://goky.ky.gov/?lat=37.221692&lng=-88.24449&zoom=14
1,Livingston,KY-763,MAXFIELD RD,1.0,2.0,Blocked due to flooding in the area.,2022-02-18 07:18:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=37.257455&lng=-88.449029&zoom=14
1,Livingston,KY-763,MAXFIELD RD,5.0,6.0,Blocked due to flooding in the area.,2022-02-18 07:20:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=37.24402&lng=-88.38447&zoom=14
1,Livingston,KY-917,STRINGTOWN RD,1.0,2.0,Roadway blocked due to flooding. Updates as available.,2022-02-17 13:54:00,2022-02-18 07:20:01,https://goky.ky.gov/?lat=37.049291&lng=-88.236922&zoom=14
1,Livingston,KY-917,STRINGTOWN RD,1.0,2.0,Blocked due to flooding in the area.,2022-02-17 13:54:00,2022-02-18 11:54:01,https://goky.ky.gov/?lat=37.049291&lng=-88.236922&zoom=14
1,Livingston,KY-917,TUCKER TEMPLE RD,7.0,7.5,Roadway blocked due to flooding. Updates as available.,2022-02-28 08:32:00,2022-03-10 09:18:00,https://goky.ky.gov/?lat=37.124162&lng=-88.229324&zoom=14
1,Livingston,KY-917,TUCKER TEMPLE RD,7.0,7.5,Blocked due to flooding in the area.,2022-02-28 08:32:00,2022-02-28 15:02:01,https://goky.ky.gov/?lat=37.124162&lng=-88.229324&zoom=14
1,Livingston,US-60,US-60,2.0,2.0,Blocked due to flooding in the area.,2022-02-22 08:50:00,2022-02-22 15:10:00,https://goky.ky.gov/?lat=37.046434&lng=-88.499405&zoom=14
1,Livingston,US-60,US-60,10.0,11.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 08:02:00,2022-04-12 15:02:01,https://goky.ky.gov/?lat=37.118697&lng=-88.402332&zoom=14
1,Livingston,US-60,US-60,11.4,11.4,Blocked due to flooding in the area.,2022-02-22 08:51:00,2022-02-22 15:08:00,https://goky.ky.gov/?lat=37.13118&lng=-88.405167&zoom=14
1,Lyon,KY-1943,KY-1943,3.4,3.4,Roadway blocked due to flooding. Updates as available.,2022-02-17 16:00:00,2022-02-18 08:52:00,https://goky.ky.gov/?lat=37.14558&lng=-88.114212&zoom=14
1,Lyon,KY-1943,KY-1943,3.4,3.4,Blocked due to flooding in the area.,2022-02-22 12:19:00,2022-02-22 15:10:00,https://goky.ky.gov/?lat=37.14558&lng=-88.114212&zoom=14
1,Lyon,KY-1943,KY-1943,3.4,3.4,Road blocked due to flooding. Updates as available.,2022-02-22 12:19:00,2022-02-22 15:44:01,https://goky.ky.gov/?lat=37.14558&lng=-88.114212&zoom=14
1,Lyon,KY-295,KY-295 N,0.0,0.0,Roadway blocked due to flooding. Updates as available.,2022-03-07 08:48:00,2022-03-07 18:42:12,https://goky.ky.gov/?lat=37.133905&lng=-88.153304&zoom=14
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,0.0,2.0,Road closed due to flooding. Updates as available.,2022-01-01 13:36:00,2022-01-04 13:14:00,https://goky.ky.gov/?lat=36.868035&lng=-88.330215&zoom=14
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 14:42:00,2022-04-15 19:50:01,https://goky.ky.gov/?lat=36.873238&lng=-88.32393&zoom=14
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,Road is blocked due to flooding. Updates as available.,2022-01-09 14:42:00,2022-01-09 18:10:01,https://goky.ky.gov/?lat=36.873238&lng=-88.32393&zoom=14
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,Blocked due to flooding in the area.,2022-02-18 11:58:00,2022-03-09 10:16:01,https://goky.ky.gov/?lat=36.873238&lng=-88.32393&zoom=14
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,Road blocked due to flooding. Updates as available.,2022-02-18 11:58:00,2022-03-23 20:06:00,https://goky.ky.gov/?lat=36.873238&lng=-88.32393&zoom=14
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,"WATER OVER ROAD, ROAD IS BLOCKED",2022-03-25 09:14:00,2022-03-25 13:42:00,https://goky.ky.gov/?lat=36.873238&lng=-88.32393&zoom=14
1,Marshall,KY-1949,WADESBORO RD N,7.0,9.0,Roadway blocked due to flooding. Updates as available,2022-01-09 11:39:00,2022-01-10 14:44:00,https://goky.ky.gov/?lat=36.838689&lng=-88.449233&zoom=14
1,Marshall,KY-1949,WADESBORO RD N,7.0,7.0,Roadway blocked due to flooding. Updates as available.,2022-04-12 07:49:00,2022-04-12 15:06:01,https://goky.ky.gov/?lat=36.828025&lng=-88.438054&zoom=14
1,Marshall,KY-1949,WADESBORO RD N,7.3,7.3,Roadway blocked due to flooding. Updates as available.,2022-02-17 16:00:00,2022-02-18 11:58:00,https://goky.ky.gov/?lat=36.831545&lng=-88.441042&zoom=14
1,Marshall,KY-1949,WADESBORO RD N,7.3,7.3,Blocked due to flooding in the area.,2022-04-06 08:28:00,2022-04-06 12:20:01,https://goky.ky.gov/?lat=36.831545&lng=-88.441042&zoom=14
1,Marshall,KY-1949,WADESBORO RD N,7.4,7.4,Blocked due to flooding in the area.,2022-01-01 10:50:00,2022-01-02 09:32:01,https://goky.ky.gov/?lat=36.832611&lng=-88.441573&zoom=14
1,Marshall,KY-1949,WADESBORO RD S,1.0,2.0,Road is blocked due to flooding. Updates as available,2022-01-09 11:39:00,2022-01-09 18:10:01,https://goky.ky.gov/?lat=36.780613&lng=-88.364574&zoom=14
1,Marshall,KY-1949,WADESBORO RD S,1.0,2.0,Roadway blocked due to flooding. Updates as available,2022-01-09 11:39:00,2022-01-09 20:12:00,https://goky.ky.gov/?lat=36.780613&lng=-88.364574&zoom=14
1,Marshall,KY-2595,LAKEVIEW CHURCH RD,3.3,3.3,Roadway blocked due to flooding. Updates as available.,2022-04-12 17:00:00,2022-04-13 09:06:00,https://goky.ky.gov/?lat=36.987465&lng=-88.312951&zoom=14
1,Marshall,US-641,US-641 N,10.0,19.2,Water Over Road signs posted at numerous locations between KY Dam Village State Park and Draffenville,2022-02-17 11:40:00,2022-02-17 11:50:00,https://goky.ky.gov/?lat=36.942267&lng=-88.319372&zoom=14
1,Marshall,US-641,US-641 N,12.9,19.2,Water Over Road signs posted at numerous locations between KY Dam Village State Park and Draffenville,2022-02-17 11:40:00,2022-02-18 11:56:00,https://goky.ky.gov/?lat=36.957148&lng=-88.301829&zoom=14
1,McCracken,KY-1014,KY-1014,3.0,3.7,Blocked due to flooding in the area.,2022-01-01 11:37:00,2022-01-02 21:46:01,https://goky.ky.gov/?lat=37.013225&lng=-88.632276&zoom=14
1,McCracken,KY-1014,KY-1014,3.2,3.7,Roadway blocked due to flooding. Updates as available.,2022-02-17 11:46:00,2022-02-18 07:26:01,https://goky.ky.gov/?lat=37.014646&lng=-88.632503&zoom=14
1,McCracken,KY-1014,KY-1014,3.2,3.7,Road blocked due to flooding. Updates as available.,2022-02-22 10:22:00,2022-02-22 15:42:01,https://goky.ky.gov/?lat=37.014646&lng=-88.632503&zoom=14
1,McCracken,KY-1014,KY-1014,3.2,3.7,Blocked due to flooding in the area.,2022-02-22 10:22:00,2022-02-22 15:32:01,https://goky.ky.gov/?lat=37.014646&lng=-88.632503&zoom=14
1,McCracken,KY-1014,KY-1014,3.2,3.7,Roadway blocked due to flooding. Updates as available.,2022-04-13 20:00:00,2022-04-13 21:58:01,https://goky.ky.gov/?lat=37.014798&lng=-88.632524&zoom=14
1,McCracken,KY-1014,KY-1014,3.5,3.7,Road blocked due to flooding. Updates as available.,2022-03-22 19:19:00,2022-03-22 20:14:00,https://goky.ky.gov/?lat=37.016242&lng=-88.631031&zoom=14
1,McCracken,KY-1014,KY-1014,3.7,3.7,Roadway blocked due to flooding. Updates as available.,2022-04-11 22:00:00,2022-04-12 08:56:01,https://goky.ky.gov/?lat=37.017119&lng=-88.629605&zoom=14
1,McCracken,KY-1255,BONDS RD,0.0,2.3,Road closed due to flooding. Updates as available.,2022-01-01 12:46:00,2022-01-02 00:44:01,https://goky.ky.gov/?lat=36.955881&lng=-88.564585&zoom=14
1,McCracken,KY-1255,BONDS RD,1.0,2.0,Road is blocked due to flooding. Updates as available.,2022-01-09 09:00:00,2022-01-09 18:10:01,https://goky.ky.gov/?lat=36.955014&lng=-88.558039&zoom=14
