District,County,Route,Road_Name,Begin_MP,End_MP,Comments,Reported_On,End_Date,latitude,longitude,Duration_Default,Duration_Hours
12,Letcher,KY-805,KY-805,2.1,2.1,Reduced to one lane due to pavement break.,2022-08-05 11:18:00,2022-08-09 11:10:07,37.171499,-82.726433,3 days 23:52:07,95.8686
10,Perry,KY-3351,PIGEONROOST RD,3.4,3.4,Bridge out due to flooding. Updates as available.,2022-07-30 13:49:00,2022-08-09 11:10:07,37.367283,-83.151354,9 days 21:21:07,237.3519
12,Pike,KY-292,WILLIAMSON RD,9.7,9.7,Reduced to one lane.,2022-08-05 11:24:00,2022-08-09 11:10:07,37.706307,-82.306069,3 days 23:46:07,95.7686
5,Franklin,KY-1659,GLENNS CREEK RD,1.0,2.0,Road blocked between Glenns Creek Rd and and Harrod Carter Concrete. Detour in place.,2022-05-27 17:52:00,2022-08-09 11:10:07,38.16512,-84.853076,73 days 17:18:07,1769.3019
12,Pike,KY-610,VIRGIE RD,5.9,5.9,Bridge out due to flooding. Updates as available.,2022-07-30 13:52:00,2022-08-09 11:10:07,37.32121,-82.582332,9 days 21:18:07,237.3019
8,Rockcastle,I-75,I-75,73.0,73.0,Northbound right lane blocked. Expect delays.,2022-08-06 17:00:00,2022-08-08 17:58:01,37.532258,-84.320022,2 days 00:58:01,48.9669
2,Muhlenberg,KY-2590,KY-2590,0.0,1.0,Road blocked due to flooding. Updates as available.,2022-08-05 11:51:00,2022-08-08 11:50:00,37.332096,-87.058384,2 days 23:59:00,71.9833
10,Perry,KY-451,KY-451,10.2,17.0,Road blocked due to flood damage. Updates as available.,2022-08-02 14:11:00,2022-08-08 11:08:01,37.273558,-83.278548,5 days 20:57:01,140.9503
10,Perry,KY-451,KY-451,17.0,17.0,Road blocked due to flood damage. Updates as available.,2022-08-02 14:19:00,2022-08-08 11:04:01,37.313384,-83.352632,5 days 20:45:01,140.7503
10,Lee,KY-52,KY-52,0.0,2.0,Road blocked due to flooding. Updates as avvailable.,2022-08-07 21:00:00,2022-08-08 10:38:01,37.655097,-83.81199,0 days 13:38:01,13.6336
10,Powell,KY-613,LITTLE NORTH FORK RD,0.0,0.3,Road blocked due to flooding. Updates as available.,2022-08-06 18:00:00,2022-08-08 10:36:01,37.842904,-83.770565,1 days 16:36:01,40.6003
10,Estill,KY-3328,RED LICK RD,0.0,1.3,Road blocked due to flooding. Updates as available.,2022-02-18 12:22:00,2022-08-07 21:14:01,37.670468,-84.002289,170 days 08:52:01,4088.8669
10,Powell,KY-613,LITTLE NORTH FORK RD,0.0,0.3,Road Blocked due to Flooding. Updates as Available.,2022-08-06 18:15:00,2022-08-07 06:14:01,37.842904,-83.770565,0 days 11:59:01,11.9836
12,Floyd,KY-194,KY-194,0.0,1.0,Road blocked due to flooding. Updates as available,2022-08-02 12:58:00,2022-08-06 16:58:00,37.63653,-82.686244,4 days 04:00:00,100.0
10,Estill,KY-1182,COBHILL RD,0.0,0.2,Road blocked due to flooding. Updates as available,2022-08-06 10:54:00,2022-08-06 12:32:01,37.689179,-83.857353,0 days 01:38:01,1.6336
10,Estill,KY-975,FITCHBURG RD,0.0,0.2,Road blocked due to flooding. Updates as available,2022-08-06 10:57:00,2022-08-06 12:30:01,37.690242,-83.858638,0 days 01:33:01,1.5503
10,Menifee,KY-1240,BETTY GAP RIDGE RD,0.0,1.0,Road blocked due to flooding. Updates as available,2022-08-06 11:00:00,2022-08-06 12:06:00,37.922375,-83.538583,0 days 01:06:00,1.1
10,Estill,KY-1182,COBHILL RD,0.0,3.7,Road blocked due to flooding. Updates as available,2022-08-06 10:54:00,2022-08-06 10:58:00,37.703767,-83.838198,0 days 00:04:00,0.0667
12,Floyd,KY-302,KY-302,5.0,10.0,Road blocked due to flooding. Updates as available,2022-08-02 14:34:00,2022-08-05 11:38:01,37.716869,-82.72248,2 days 21:04:01,69.0669
12,Floyd,KY-302,KY-302,4.6,10.0,Road blocked due to flooding. Updates as available,2022-08-02 14:34:00,2022-08-05 11:14:01,37.714693,-82.724809,2 days 20:40:01,68.6669
12,Letcher,KY-343,KY-343,1.6,1.6,Bridge closed due to flooding. Updates as available.,2022-07-30 13:50:00,2022-08-04 10:36:04,37.197475,-82.687677,4 days 20:46:04,116.7678
12,Letcher,KY-343,KY-343,0.0,4.2,Road closed due to bridges damaged by flooding. Updates as available.,2022-07-29 10:30:00,2022-08-04 10:36:04,37.202735,-82.682205,6 days 00:06:04,144.1011
12,Knott,KY-1102,MONTGOMERY CREEK RD,0.6,0.6,Bridge closed due to flooding. Updates as available.,2022-07-31 09:10:00,2022-08-04 10:36:04,37.343925,-83.061113,4 days 01:26:04,97.4344
12,Knott,KY-1091,OLD HOUSE BRANCH RD,0.0,0.0,Bridge closed due to flooding. Updates as available.,2022-08-01 09:04:00,2022-08-04 10:34:03,37.375169,-82.784534,3 days 01:30:03,73.5008
12,Floyd,KY-3190,KY-3190,0.1,0.1,Bridge closed due to flood damage. Updates as available.,2022-07-31 23:55:00,2022-08-04 10:34:03,37.572642,-82.754237,3 days 10:39:03,82.6508
12,Knott,KY-899,KY-899,11.8,11.8,Bridge closed due to flooding. Seek an alternate route.,2022-07-30 13:47:00,2022-08-04 10:34:03,37.398997,-82.823896,4 days 20:47:03,116.7842
12,Knott,KY-899,KY-899,10.8,10.8,Bridge closed due to flooding. Updates as available.,2022-07-30 13:43:00,2022-08-04 10:34:03,37.39183,-82.829927,4 days 20:51:03,116.8508
12,Floyd,KY-550,KY-550,2.1,2.1,Bridge closed due to flooding. Updates as available.,2022-08-01 09:30:00,2022-08-04 10:34:03,37.515127,-82.836118,3 days 01:04:03,73.0675
12,Floyd,KY-979,KY-979,2.0,2.0,Road blocked due to a mudslide. Updates as available.,2022-07-29 09:28:00,2022-08-04 09:26:01,37.379942,-82.699285,5 days 23:58:01,143.9669
10,Perry,KY-267,SIXTEENMILE CREEK RD,8.5,8.5,Roadway is blocked due to a slide. Seek an alternate route.,2022-07-31 08:19:00,2022-08-03 17:58:01,37.356738,-83.223907,3 days 09:39:01,81.6503
10,Perry,KY-1146,HARDBURLY RD,0.3,0.3,Culvert washed out,2022-07-31 15:41:00,2022-08-03 16:40:01,37.301229,-83.129456,3 days 00:59:01,72.9836
12,Pike,KY-610,VIRGIE RD,5.9,5.9,Bridge out due to flooding. Seek an alternate route.,2022-07-30 13:52:00,2022-08-02 19:54:01,37.32121,-82.582332,3 days 06:02:01,78.0336
12,Letcher,KY-343,KY-343,1.6,1.6,Bridge out due to flooding. Seek an alternate route.,2022-07-30 13:50:00,2022-08-02 19:52:01,37.197475,-82.687677,3 days 06:02:01,78.0336
12,Letcher,KY-343,KY-343,0.0,4.2,Road blocked due to two bridges being out. Updates as available. Seek an alternate route.,2022-07-29 10:30:00,2022-08-02 19:52:01,37.202735,-82.682205,4 days 09:22:01,105.3669
10,Perry,KY-3351,PIGEONROOST RD,3.4,3.4,Bridge out due to flooding. Seek an alternate route.,2022-07-30 13:49:00,2022-08-02 19:46:01,37.367283,-83.151354,3 days 05:57:01,77.9503
12,Knott,KY-1091,OLD HOUSE BRANCH RD,0.0,0.0,Bridge out due to flooding.,2022-08-01 09:04:00,2022-08-02 19:42:01,37.375169,-82.784534,1 days 10:38:01,34.6336
12,Knott,KY-899,KY-899,10.8,10.8,Bridge out due to flooding. Seek an alternate route.,2022-07-30 13:43:00,2022-08-02 19:40:01,37.39183,-82.829927,3 days 05:57:01,77.9503
12,Knott,KY-899,KY-899,11.8,11.8,Bridge out due to flooding. Seek an alternate route.,2022-07-30 13:47:00,2022-08-02 19:40:01,37.398997,-82.823896,3 days 05:53:01,77.8836
12,Knott,KY-1102,MONTGOMERY CREEK RD,0.6,0.6,Bridge closed due to flooding.,2022-07-31 09:10:00,2022-08-02 19:34:01,37.343925,-83.061113,2 days 10:24:01,58.4003
12,Floyd,KY-550,KY-550,2.1,2.1,Bridge out due to flooding.,2022-08-01 09:30:00,2022-08-02 19:32:01,37.515127,-82.836118,1 days 10:02:01,34.0336
12,Floyd,KY-3190,KY-3190,0.1,0.1,Bridge washed out over Beaver Creek.,2022-07-31 23:55:00,2022-08-02 19:30:01,37.572642,-82.754237,1 days 19:35:01,43.5836
10,Perry,KY-451,KY-451,17.0,17.0,"culvert damage, water over road",2022-08-02 14:19:00,2022-08-02 18:08:01,37.313384,-83.352632,0 days 03:49:01,3.8169
10,Perry,KY-451,KY-451,10.2,17.0,"CULVERT WASHED OUT , ROAD BLOCKED",2022-08-02 14:11:00,2022-08-02 18:08:01,37.273558,-83.278548,0 days 03:57:01,3.9503
12,Floyd,KY-979,KY-979,2.0,2.0,Road blocked due to a slide. Updates as available.,2022-07-28 16:09:00,2022-08-02 17:58:01,37.379942,-82.699285,5 days 01:49:01,121.8169
12,Pike,KY-194,KY-194,3.0,4.0,Road blocked due to flooding. Updates as available,2022-08-02 14:31:00,2022-08-02 14:36:01,37.648794,-82.571132,0 days 00:05:01,0.0836
11,Knox,KY-459,KY-459,3.0,4.0,Road blocked due to flooding. Updates as available.,2022-02-04 18:27:00,2022-08-02 13:54:01,36.820259,-83.954426,178 days 19:27:01,4291.4503
12,Floyd,KY-1427,KY-1427,5.6,5.6,Road blocked due to flooding. Updates as available.,2022-07-26 17:24:00,2022-08-02 12:58:00,37.691604,-82.845811,6 days 19:34:00,163.5667
12,Pike,KY-194,KY-194,3.0,4.0,Road blocked due to flooding updates as available.,2022-08-01 12:30:00,2022-08-02 12:54:00,37.648794,-82.571132,1 days 00:24:00,24.4
12,Pike,KY-468,BIG CREEK RD,3.0,4.0,Road blocked due to flooding updates as available.,2022-08-01 12:30:00,2022-08-02 12:54:00,37.657635,-82.373329,1 days 00:24:00,24.4
12,Martin,KY-292,KY-292,26.4,26.4,Road blocked due to flooding. Updates as available.,2022-07-29 08:07:00,2022-08-02 12:54:00,37.815449,-82.389279,4 days 04:47:00,100.7833
2,Daviess,KY-298,HILL BRIDGE RD,2.0,3.0,Road blocked due to flooding. Updates as available.,2022-02-04 19:18:00,2022-08-02 12:34:01,37.679994,-87.093963,178 days 17:16:01,4289.2669
12,Martin,KY-292,WARFIELD,26.4,26.4,Road blocked due to flooding. Updates as available.,2022-07-29 08:07:00,2022-08-01 20:30:01,37.935947,-82.507298,3 days 12:23:01,84.3836
11,Knox,KY-459,KY-459,3.0,5.0,Road blocked due to flooding. Updates as available.,2022-02-23 22:09:00,2022-08-01 19:04:01,36.817309,-83.9468,158 days 20:55:01,3812.9169
12,Johnson,KY-1107,KY-1107,1.0,2.0,Road blocked due to flooding. Updates as available.,2022-07-29 15:15:00,2022-08-01 17:58:01,37.785462,-82.777018,3 days 02:43:01,74.7169
12,Johnson,KY-581,KY-581,7.0,8.0,Road blocked due to flooding. Updates as available.,2022-07-29 15:15:00,2022-08-01 17:58:01,37.869947,-82.722584,3 days 02:43:01,74.7169
10,Perry,KY-463,KY-463,4.6,4.6,Bridge out due to flooding.,2022-08-01 09:00:00,2022-08-01 16:24:01,37.03086,-83.110784,0 days 07:24:01,7.4003
10,Perry,KY-451,KY-451,17.0,17.0,Road blocked due to flooding. Updates as available.,2022-07-30 20:55:00,2022-08-01 16:20:01,37.313384,-83.352632,1 days 19:25:01,43.4169
10,Perry,KY-451,KY-451,10.2,10.2,Road blocked due to flooding. Updates as available.,2022-07-30 20:53:00,2022-08-01 15:52:01,37.273558,-83.278548,1 days 18:59:01,42.9836
10,Perry,KY-2022,KY-2022,3.2,3.2,Bridge out due to flooding.,2022-08-01 09:41:00,2022-08-01 15:04:01,37.310115,-83.535342,0 days 05:23:01,5.3836
10,Estill,KY-1571,MILLERS CREEK RD,4.0,5.0,Road blocked due to flooding. Updates as available.,2022-07-28 17:16:00,2022-08-01 09:48:01,37.668135,-83.875646,3 days 16:32:01,88.5336
11,Whitley,KY-2996,WOLF CREEK RIVER RD,3.7,3.7,water over road,2022-08-01 08:06:00,2022-08-01 08:52:01,36.663096,-84.140942,0 days 00:46:01,0.7669
10,Estill,KY-1645,KIRKLAND AVE,1.0,2.0,Road blocked due to flooding. Updates as available.,2022-07-29 12:20:00,2022-07-31 22:04:01,37.682658,-83.957262,2 days 09:44:01,57.7336
9,Boyd,US-60,US-60 W,3.0,4.0,Blocked due to flooding in the area.,2022-07-31 12:15:00,2022-07-31 20:18:01,38.387357,-82.725635,0 days 08:03:01,8.0503
9,Boyd,KY-5,KY-5,8.0,9.0,Blocked due to flooding in the area.,2022-07-31 12:13:00,2022-07-31 20:18:01,38.468394,-82.706475,0 days 08:05:01,8.0836
9,Boyd,KY-538,SHOPES CRK,1.0,2.0,Blocked due to flooding in the area.,2022-07-31 12:14:00,2022-07-31 20:18:01,38.413041,-82.67929,0 days 08:04:01,8.0669
9,Boyd,KY-854,KY-854,1.0,1.0,Blocked due to flooding in the area.,2022-07-31 12:15:00,2022-07-31 20:18:01,38.33515,-82.781384,0 days 08:03:01,8.0503
12,Pike,KY-610,VIRGIE RD,7.0,8.0,Road blocked due to bridge out. Updates as available. Seek an alternate route.,2022-07-29 08:06:00,2022-07-31 19:30:01,37.334429,-82.579777,2 days 11:24:01,59.4003
10,Estill,KY-1645,KIRKLAND AVE,0.0,2.2,Road blocked due to flooding. Updates as available.,2022-07-29 12:20:00,2022-07-31 17:28:00,37.686416,-83.962251,2 days 05:08:00,53.1333
10,Perry,KY-2022,KY-2022,3.2,3.2,Bridge closed due to flooding.,2022-07-31 09:07:00,2022-07-31 17:22:00,37.310115,-83.535342,0 days 08:15:00,8.25
10,Perry,KY-3351,PIGEONROOST RD,3.4,3.4,Bridge out due to flooding.,2022-07-30 13:49:00,2022-07-31 15:46:01,37.367283,-83.151354,1 days 01:57:01,25.9503
10,Perry,KY-80,KY-80 E,14.8,14.9,E KY 80 blocked at KY 476 due to a rock/mudslide.,2022-07-30 21:41:00,2022-07-31 14:44:01,37.34705,-83.128699,0 days 17:03:01,17.0503
10,Perry,KY-267,SIXTEENMILE CREEK RD,8.5,8.5,Blocked due to a slide.,2022-07-30 23:03:00,2022-07-31 14:42:01,37.356738,-83.223907,0 days 15:39:01,15.6503
11,Knox,KY-459,KY-459,3.0,5.0,Roadway blocked due to flooding. Updates as available.,2022-02-23 22:00:00,2022-07-31 13:22:01,36.817309,-83.9468,157 days 15:22:01,3783.3669
10,Perry,KY-267,SIXTEENMILE CREEK RD,8.5,8.5,Roadway is blocked due to a slide.,2022-07-31 08:19:00,2022-07-31 08:22:01,37.356738,-83.223907,0 days 00:03:01,0.0503
10,Breathitt,KY-541,KY-541,0.0,8.2,Road blocked due to flooding. Updates as available.,2022-07-30 20:48:00,2022-07-31 08:02:01,37.597157,-83.486671,0 days 11:14:01,11.2336
10,Perry,KY-476,KY-476,0.0,22.3,Road blocked due to flooding. Updates as available.,2022-07-30 21:03:00,2022-07-30 22:26:01,37.36984,-83.144171,0 days 01:23:01,1.3836
10,Perry,KY-3351,PIGEONROOST RD,3.4,3.4,Road blocked due to flooding. Updates as available.,2022-07-30 20:58:00,2022-07-30 22:24:01,37.367863,-83.151052,0 days 01:26:01,1.4336
10,Perry,KY-267,SIXTEENMILE CREEK RD,0.0,12.6,Road blocked due to flooding. Updates as available.,2022-07-30 20:56:00,2022-07-30 22:22:01,37.329175,-83.2112,0 days 01:26:01,1.4336
10,Breathitt,KY-1278,KY-1278,0.0,5.9,Road blocked due to flooding. Updates as available.,2022-07-30 20:50:00,2022-07-30 22:20:01,37.415811,-83.315926,0 days 01:30:01,1.5003
10,Breathitt,KY-1098,KY-1098,0.0,20.4,Road blocked due to flooding. Updates as available.,2022-07-30 20:51:00,2022-07-30 22:20:01,37.519897,-83.222768,0 days 01:29:01,1.4836
10,Magoffin,KY-1593,KY-1593,4.0,4.0,Road blocked due to flooding. Updates as available.,2022-07-29 21:15:00,2022-07-30 22:18:01,37.789746,-83.167123,1 days 01:03:01,25.0503
10,Breathitt,KY-315,KY-315,0.0,11.5,Road blocked due to flooding. Updates as available.,2022-07-30 20:50:00,2022-07-30 22:18:01,37.431565,-83.475037,0 days 01:28:01,1.4669
10,Estill,KY-3329,OLD LANDING RD,1.0,2.0,Road blocked due to flooding. Updates as available.,2022-07-29 12:19:00,2022-07-30 22:16:00,37.666094,-83.909003,1 days 09:57:00,33.95
10,Perry,KY-2022,KY-2022,0.0,8.2,Road blocked due to flooding. Updates as available.,2022-07-30 21:02:00,2022-07-30 22:08:00,37.319703,-83.528818,0 days 01:06:00,1.1
10,Perry,KY-2021,COUCHTOWN RD,1.0,7.8,Road blocked due to debris. Updates as available.,2022-07-28 10:26:00,2022-07-30 19:08:01,37.279698,-83.278891,2 days 08:42:01,56.7003
12,Pike,KY-610,VIRGIE RD,5.9,5.9,Bridge out due to flooding.,2022-07-30 13:52:00,2022-07-30 17:16:01,37.32121,-82.582332,0 days 03:24:01,3.4003
12,Pike,KY-610,VIRGIE RD,7.0,8.0,Road blocked due to bridge out. Updates as available.,2022-07-29 08:06:00,2022-07-30 17:16:01,37.334429,-82.579777,1 days 09:10:01,33.1669
12,Letcher,KY-343,KY-343,0.0,4.2,Road blocked due to two bridges being out. Updates as available.,2022-07-29 10:30:00,2022-07-30 17:14:01,37.202735,-82.682205,1 days 06:44:01,30.7336
12,Letcher,KY-343,KY-343,1.6,1.6,Bridge out due to flooding.,2022-07-30 13:50:00,2022-07-30 17:14:01,37.197475,-82.687677,0 days 03:24:01,3.4003
12,Knott,KY-899,KY-899,11.8,11.8,Bridge out due to flooding.,2022-07-30 13:47:00,2022-07-30 17:12:01,37.398997,-82.823896,0 days 03:25:01,3.4169
12,Knott,KY-899,KY-899,10.8,10.8,Bridge out due to flooding.,2022-07-30 13:43:00,2022-07-30 17:12:01,37.39183,-82.829927,0 days 03:29:01,3.4836
10,Magoffin,KY-1593,KY-1593,4.0,4.0,Blocked due to flooding in the area.,2022-07-30 09:07:00,2022-07-30 17:06:01,37.789746,-83.167123,0 days 07:59:01,7.9836
10,Lee,KY-1144,KY-1144,0.0,3.0,Road blocked due to flooding. Updates as available.,2022-07-28 22:28:00,2022-07-30 12:26:01,37.595641,-83.709613,1 days 13:58:01,37.9669
10,Breathitt,KY-15,KY-15,20.0,20.0,Road blocked to non emergency vehicle traffic due to flooding. Updates as available.,2022-07-29 07:33:00,2022-07-30 09:08:01,37.586228,-83.388924,1 days 01:35:01,25.5836
10,Breathitt,KY-15,KY-15,17.7,17.7,"Road blocked due to flooding. Updates as available. Seek an alternate route such as I-75 and the Hal Rogers Pkwy through London and Manchester, or the Mountain Pkwy, KY 114, US 23, and KY 80 through Prestonsburg.",2022-07-28 21:30:00,2022-07-30 09:08:01,37.557322,-83.385758,1 days 11:38:01,35.6336
12,Martin,KY-292,WARFIELD,26.4,26.4,water over road,2022-07-29 08:34:00,2022-07-29 22:08:01,37.935947,-82.507298,0 days 13:34:01,13.5669
12,Letcher,KY-160,KY-160,0.0,7.0,WATER OVER ROAD,2022-07-29 09:36:00,2022-07-29 22:00:01,37.004526,-83.00032,0 days 12:24:01,12.4003
12,Floyd,KY-979,KY-979,2.0,2.0,"slide, road blocked",2022-07-29 09:28:00,2022-07-29 22:00:01,37.379942,-82.699285,0 days 12:32:01,12.5336
11,Clay,KY-1482,KY-1482,9.0,10.3,Road blocked due to mudslide. Updates as available,2022-07-29 10:05:00,2022-07-29 21:34:01,37.278309,-83.639533,0 days 11:29:01,11.4836
11,Clay,KY-66,KY-66,31.5,33.2,Road blocked due to mudslide. Updates as available,2022-07-29 10:08:00,2022-07-29 21:34:01,37.273508,-83.64383,0 days 11:26:01,11.4336
11,Clay,KY-11,KY-11,19.6,20.0,Road blocked due to mudslide. Updates as available,2022-07-29 10:11:00,2022-07-29 21:34:01,37.269313,-83.654499,0 days 11:23:01,11.3836
11,Clay,KY-1482,KY-1482,1.0,1.0,Road blocked due to roadway damage. Updates as available.,2022-07-28 14:11:00,2022-07-29 21:34:01,37.244422,-83.532582,1 days 07:23:01,31.3836
11,Clay,KY-1482,KY-1482,0.0,9.5,Road blocked due to culvert washing out. Updates as available.  Seek an alternate route.,2022-07-28 16:43:00,2022-07-29 21:34:01,37.246064,-83.588822,1 days 04:51:01,28.8503
12,Pike,KY-1056,KY-1056,10.0,10.0,Road blocked due to flooding. Updates as available.,2022-07-28 16:25:00,2022-07-29 17:46:01,37.603338,-82.165667,1 days 01:21:01,25.3503
10,Morgan,KY-364,KY-364,5.5,5.5,Roadway is under water,2022-07-29 06:37:00,2022-07-29 17:30:01,37.876306,-83.184484,0 days 10:53:01,10.8836
10,Breathitt,KY-15,KY-15,20.0,20.0,Road blocked to non emergency vehicle traffic due to flooding (). Updates as available.,2022-07-29 07:33:00,2022-07-29 17:28:00,37.586228,-83.388924,0 days 09:55:00,9.9167
2,Daviess,KY-298,HILL BRIDGE RD,2.0,3.0,Road blocked due to flooding. Updates as available,2022-07-29 14:39:00,2022-07-29 17:26:00,37.679994,-87.093963,0 days 02:47:00,2.7833
12,Letcher,US-119,US-119,17.0,19.0,Road blocked due to flooding. Updates as available.,2022-07-28 10:57:00,2022-07-29 16:48:01,37.126852,-82.776517,1 days 05:51:01,29.8503
12,Letcher,KY-805,KY-805,11.8,11.8,water over road,2022-07-29 08:36:00,2022-07-29 16:46:01,37.19051,-82.59849,0 days 08:10:01,8.1669
12,Letcher,KY-343,KY-343,0.0,4.2,Road blocked due to two bridges are out. Updates as available,2022-07-29 10:30:00,2022-07-29 16:46:01,37.202735,-82.682205,0 days 06:16:01,6.2669
12,Letcher,KY-2550,LAKESIDE DR,0.2,0.2,Road blocked due to flooding. Updates as available.,2022-07-28 11:18:00,2022-07-29 16:46:01,37.163581,-82.640081,1 days 05:28:01,29.4669
12,Lawrence,KY-1760,KY-1760,0.5,0.5,Road blocked due to flooding. Updates as available,2022-07-29 10:39:00,2022-07-29 16:44:02,37.962605,-82.678501,0 days 06:05:02,6.0839
12,Martin,KY-292,WARFIELD,26.4,26.4,waTER OVER ROAD,2022-07-29 09:35:00,2022-07-29 16:40:01,37.935947,-82.507298,0 days 07:05:01,7.0836
12,Pike,KY-1056,KY-1056,10.0,10.0,water over road,2022-07-29 08:08:00,2022-07-29 16:40:01,37.603338,-82.165667,0 days 08:32:01,8.5336
12,Pike,KY-610,VIRGIE RD,7.0,8.0,bridge closed Jonancy,2022-07-29 08:06:00,2022-07-29 16:34:01,37.334429,-82.579777,0 days 08:28:01,8.4669
12,Floyd,KY-1210,KY-1210,0.0,1.0,Road blocked due to flooding. Updates as available,2022-07-29 10:46:00,2022-07-29 16:32:01,37.557557,-82.778584,0 days 05:46:01,5.7669
12,Floyd,KY-1428,KY-1428,0.0,1.0,water over road,2022-07-29 09:30:00,2022-07-29 16:32:01,37.56714,-82.758799,0 days 07:02:01,7.0336
12,Floyd,KY-3381,KY-3381,2.8,2.8,water over road,2022-07-29 08:32:00,2022-07-29 16:32:01,37.576747,-82.730921,0 days 08:00:01,8.0003
10,Estill,KY-3329,OLD LANDING RD,1.0,2.0,WATER OVER ROAD,2022-07-29 12:19:00,2022-07-29 16:28:01,37.666094,-83.909003,0 days 04:09:01,4.1503
10,Estill,KY-1645,KIRKLAND AVE,0.0,2.2,WATER OVER ROAD,2022-07-29 12:20:00,2022-07-29 16:28:01,37.686416,-83.962251,0 days 04:08:01,4.1336
11,Harlan,KY-72,KY-72 W,2.9,13.4,Road blocked due to flooding. Updates as available,2022-07-29 14:50:00,2022-07-29 15:58:01,36.796482,-83.335051,0 days 01:08:01,1.1336
11,Harlan,KY-991,KY-991,0.4,0.4,Road blocked due to flooding. Updates as available,2022-07-29 14:48:00,2022-07-29 15:56:01,36.764849,-83.254764,0 days 01:08:01,1.1336
2,Daviess,KY-140,KY-140 WEST,1.0,2.0,Road blocked due to flooding. Updates as available,2022-07-29 09:08:00,2022-07-29 14:36:01,37.595571,-87.135476,0 days 05:28:01,5.4669
10,Breathitt,KY-15,KY-15,20.0,20.0,Road blocked due to flooding (for non emergency vehicle traffic). Updates as available.,2022-07-29 07:33:00,2022-07-29 14:06:05,37.586228,-83.388924,0 days 06:33:05,6.5514
10,Breathitt,KY-15,KY-15,7.7,7.6,Road blocked due to flooding south of Jackson at Lost Creek near the KY 476 intersection.,2022-07-28 21:23:00,2022-07-29 14:02:01,37.477958,-83.322078,0 days 16:39:01,16.6503
12,Floyd,KY-1498,KY-1498,0.0,4.6,Road blocked due to flooding. Updates as available,2022-07-28 08:54:00,2022-07-29 10:46:01,37.335875,-82.74216,1 days 01:52:01,25.8669
12,Floyd,KY-2029,KY-2029,0.0,1.5,Road blocked due to flooding. Updates as available.,2022-07-28 08:45:00,2022-07-29 10:44:02,37.485249,-82.886858,1 days 01:59:02,25.9839
