District,County,Route,Road_Name,Begin_MP,End_MP,Comments,Reported_On,End_Date,longitude,latitude,Duration_Default,Duration_Hours
1,Hickman,KY-123,KY-123 W,14.0,16.0,Roadway blocked due to flooding. Updates as available.,2021-12-18 12:09:00,2021-12-20 22:00:10,-89.095343,36.669675,2 days 09:51:10,57.8528
1,Hickman,KY-123,STATE ROUTE 123 W,9.0,10.0,Road closed due to flooding.,2021-01-25 14:37:00,2021-01-27 14:08:01,-89.005178,36.667615,1 days 23:31:01,47.5169
1,Hickman,KY-123,STATE ROUTE 123 W,14.0,16.0,Road blocked due to water over the road in this area.,2021-01-03 10:51:00,2021-01-07 19:46:01,-89.095343,36.669675,4 days 08:55:01,104.9169
1,Hickman,KY-123,STATE ROUTE 123 W,14.0,16.0,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-29 21:58:00,-89.095343,36.669675,4 days 03:58:00,99.9667
1,Hickman,KY-123,STATE ROUTE 123 W,14.0,16.0,BLOCKED DUE TO HIGH WATER,2021-03-01 00:08:00,2021-03-01 16:30:01,-89.095343,36.669675,0 days 16:22:01,16.3669
1,Hickman,KY-123,STATE ROUTE 123 W,14.0,16.0,Road closed due to flooding. Updates as available.,2021-03-01 00:08:00,2021-04-09 20:58:00,-89.095343,36.669675,39 days 20:50:00,956.8333
1,Hickman,KY-123,STATE ROUTE 123 W,14.0,16.0,Road blocked due to flooding. Updates as available.,2021-04-03 20:00:00,2021-04-12 14:26:00,-89.095343,36.669675,8 days 18:26:00,210.4333
1,Hickman,KY-123,STATE ROUTE 123 W,14.0,16.0,Blocked due to flooding in the area.,2021-04-06 13:15:00,2021-04-07 02:38:01,-89.095343,36.669675,0 days 13:23:01,13.3836
1,Hickman,KY-1283,STATE ROUTE 1283,1.0,2.0,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-28 18:32:00,-88.816776,36.609411,3 days 00:32:00,72.5333
1,Hickman,KY-2206,STATE ROUTE 2206,0.0,1.0,Blocked due to flooding in the area.,2021-07-19 09:09:00,2021-07-19 21:54:01,-88.986296,36.691471,0 days 12:45:01,12.7503
1,Hickman,KY-239,STATE ROUTE 239,1.0,2.0,Road closed due to flooding.,2021-01-26 14:13:00,2021-01-27 14:06:01,-89.029828,36.61788,0 days 23:53:01,23.8836
1,Hickman,KY-239,STATE ROUTE 239,1.0,3.0,Road closed due to flooding. Updates as available.,2021-03-01 11:32:00,2021-03-03 13:24:01,-89.027172,36.624851,2 days 01:52:01,49.8669
1,Hickman,KY-307,STATE ROUTE 307 N,13.0,14.0,Road closed due to flooding.,2021-01-25 14:38:00,2021-01-27 14:06:01,-88.868696,36.737592,1 days 23:28:01,47.4669
1,Hickman,KY-58,KY-58 W,7.0,8.0,Blocked due to flooding in the area.,2021-07-19 09:07:00,2021-07-19 21:52:01,-89.024411,36.691765,0 days 12:45:01,12.7503
1,Hickman,KY-58,STATE ROUTE 58 W,7.0,8.0,Road closed due to flooding.,2021-01-25 14:37:00,2021-01-27 14:06:01,-89.024411,36.691765,1 days 23:29:01,47.4836
1,Hickman,KY-780,STATE ROUTE 780,2.0,3.0,Road closed due to flooding.,2021-01-25 14:38:00,2021-01-28 18:32:00,-88.993653,36.630274,3 days 03:54:00,75.9
1,Hickman,KY-780,STATE ROUTE 780,2.0,6.9,Road closed due to flooding. Updates as available.,2021-03-01 11:29:00,2021-03-02 21:58:01,-88.968455,36.638909,1 days 10:29:01,34.4836
1,Hickman,KY-780,STATE ROUTE 780,2.0,3.0,Road closed due to flooding. Updates as available.,2021-03-01 14:51:00,2021-03-03 20:22:01,-88.993653,36.630274,2 days 05:31:01,53.5169
1,Hickman,KY-780,STATE ROUTE 780,2.0,3.0,Roadway closed due to flooding. Updates as available.,2021-03-03 08:08:00,2021-03-03 20:20:04,-88.993653,36.630274,0 days 12:12:04,12.2011
1,Hickman,KY-80,KY-80,2.0,3.0,Road closed due to flooding.,2021-01-25 14:36:00,2021-01-27 21:58:01,-89.080348,36.780362,2 days 07:22:01,55.3669
1,Hickman,US-51,U S HIGHWAY 51 S,2.0,3.0,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-26 16:58:00,-88.943057,36.605069,0 days 22:58:00,22.9667
1,Hickman,US-51,U S HIGHWAY 51 S,2.0,3.0,BLOCKED DUE TO HIGH WATER,2021-03-01 00:07:00,2021-03-01 16:30:01,-88.943057,36.605069,0 days 16:23:01,16.3836
1,Hickman,US-51,U S HIGHWAY 51 S,2.0,3.0,Road closed due to flooding. Updates as available.,2021-03-01 00:07:00,2021-03-03 13:24:01,-88.943057,36.605069,2 days 13:17:01,61.2836
1,Hickman,US-51,U S HIGHWAY 51 S,4.0,5.0,Road closed due to flooding.,2021-01-26 15:08:00,2021-01-27 14:06:01,-88.964379,36.628496,0 days 22:58:01,22.9669
1,Hickman,US-51,U S HIGHWAY 51 S,4.0,5.0,Road closed due to flooding. Updates as available.,2021-03-02 11:29:00,2021-03-02 17:20:01,-88.964379,36.628496,0 days 05:51:01,5.8503
1,Hickman,US-51,US-51 N,9.0,10.0,Blocked due to flooding in the area.,2021-07-19 09:06:00,2021-07-19 21:52:01,-89.000565,36.690696,0 days 12:46:01,12.7669
1,Livingston,KY-137,RIVER RD,0.0,1.0,Roadway closed due to flooding. Updates as available,2021-03-06 11:53:00,2021-03-06 16:58:01,-88.416903,37.189663,0 days 05:05:01,5.0836
1,Livingston,KY-137,RIVER RD,5.2,15.0,Roadway closed due to flooding. Updates as available,2021-03-06 11:53:00,2021-03-15 14:12:01,-88.416903,37.189663,9 days 02:19:01,218.3169
1,Livingston,KY-453,DOVER RD NC,4.0,4.0,Southbound left lane blocked between I-24 and US 62.,2021-07-12 18:00:00,2021-07-13 21:58:01,-88.265952,37.035178,1 days 03:58:01,27.9669
1,Livingston,KY-917,TUCKER TEMPLE RD,6.5,7.3,Road blocked due to flooding. Updates as available.,2021-03-30 20:15:00,2021-04-01 16:04:01,-88.231722,37.120094,1 days 19:49:01,43.8169
1,Livingston,US-60,US-60,15.3,15.3,Roadway blocked due to flooding. Will update as available,2021-07-11 09:35:00,2021-07-12 12:28:01,-88.411887,37.183758,1 days 02:53:01,26.8836
1,Livingston,US-60,W MAIN ST,27.0,27.0,Roadway blocked due to flooding. Will update as available,2021-07-11 09:34:00,2021-07-12 12:28:01,-88.254627,37.262334,1 days 02:54:01,26.9003
1,Marshall,KY-1311,SLICKBACK RD,3.0,5.0,Road closed due to flooding.,2021-01-25 14:39:00,2021-01-26 19:14:01,-88.378142,36.814802,1 days 04:35:01,28.5836
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,0.0,1.3,"Road blocked due to water over the road in this area, signs posted.",2021-01-03 10:53:00,2021-01-04 00:36:00,-88.33307,36.863547,0 days 13:43:00,13.7167
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,0.0,2.0,Road closed due to flooding.,2021-01-25 14:43:00,2021-01-27 21:58:01,-88.330215,36.868035,2 days 07:15:01,55.2503
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,0.0,1.3,Road closed due to flooding. Updates as available.,2021-03-31 08:58:00,2021-06-04 13:54:01,-88.33307,36.863547,65 days 04:56:01,1564.9336
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,0.0,1.3,Water over the road in the area.,2021-07-03 12:57:00,2021-07-04 14:12:01,-88.33307,36.863547,1 days 01:15:01,25.2503
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,Road closed due to flooding. Updates as available.,2021-03-01 12:23:00,2021-03-03 13:26:01,-88.32393,36.873238,2 days 01:03:01,49.0503
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,Roadway closed due to flooding. Updates as available.,2021-03-03 08:07:00,2021-03-03 13:26:01,-88.32393,36.873238,0 days 05:19:01,5.3169
1,Marshall,KY-1462,BENTON-BIRMINGHAM RD,1.0,2.0,WATER OVER THE ROAD,2021-08-21 12:19:00,2021-08-22 20:58:01,-88.32393,36.873238,1 days 08:39:01,32.6503
1,Marshall,KY-1949,WADESBORO RD N,7.0,9.0,Road closed due to flooding.,2021-01-25 14:42:00,2021-01-26 19:14:01,-88.449233,36.838689,1 days 04:32:01,28.5336
1,Marshall,KY-1949,WADESBORO RD N,7.4,7.4,Road blocked due to flooding. Updates as available.,2021-12-17 21:30:00,2021-12-20 22:00:10,-88.441606,36.832678,3 days 00:30:10,72.5028
1,Marshall,KY-2595,LAKEVIEW CHURCH RD,3.0,4.0,Road closed due to flooding.,2021-01-25 20:30:00,2021-01-26 16:58:00,-88.30977,36.987542,0 days 20:28:00,20.4667
1,McCracken,KY-1255,BONDS RD,1.0,2.0,Road closed due to flooding.,2021-01-25 14:44:00,2021-01-28 18:34:01,-88.558039,36.955014,3 days 03:50:01,75.8336
1,McCracken,KY-1255,BONDS RD,1.0,2.0,Roadway closed due to flooding. Updates as available.,2021-03-03 08:05:00,2021-03-04 18:48:00,-88.558039,36.955014,1 days 10:43:00,34.7167
1,McCracken,KY-1255,BONDS RD,1.0,2.0,Road closed due to flooding. Updates as available,2021-04-29 12:00:00,2021-05-11 19:24:01,-88.558039,36.955014,12 days 07:24:01,295.4003
1,McCracken,KY-1255,BONDS RD,1.0,2.0,Blocked due to flooding in the area.,2021-05-04 08:01:00,2021-05-05 15:14:01,-88.558039,36.955014,1 days 07:13:01,31.2169
1,McCracken,KY-1286,NORTH FRIENDSHIP RD,4.5,4.5,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-26 16:58:00,-88.669663,37.045606,0 days 22:58:00,22.9667
1,McCracken,KY-131,KY-131,0.0,2.0,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-26 16:58:00,-88.514066,36.957076,0 days 22:58:00,22.9667
1,McCracken,KY-1438,KY-1438,0.0,3.7,Blocked between KY 1837 and KY 786. Seek alternate route.,2021-04-29 17:00:00,2021-05-05 15:14:01,-88.75688,36.989345,5 days 22:14:01,142.2336
1,McCracken,KY-1565,KY-1565,0.0,1.2,Blocked due to flooding in the area.,2021-07-19 09:11:00,2021-07-19 21:54:01,-88.764465,37.040653,0 days 12:43:01,12.7169
1,McCracken,KY-1565,KY-1565,5.5,5.5,Road closed due to flooding.,2021-01-25 14:46:00,2021-01-26 19:14:01,-88.731721,37.08713,1 days 04:28:01,28.4669
1,McCracken,KY-339,CLINTON RD,1.3,1.3,Road closed due to flooding. Updates as available.,2021-05-04 21:17:00,2021-05-06 14:16:01,-88.721133,36.962038,1 days 16:59:01,40.9836
1,McCracken,KY-348,KY-348,6.5,7.0,Road closed due to flooding.,2021-01-25 14:51:00,2021-01-28 18:34:01,-88.571068,36.943964,3 days 03:43:01,75.7169
1,McCracken,KY-450,OAKS RD,3.0,7.7,Road closed due to flooding.,2021-01-25 14:51:00,2021-01-26 19:14:01,-88.563413,37.012323,1 days 04:23:01,28.3836
1,McCracken,KY-787,KY-787,0.0,1.0,Roadway closed due to flooding. Updates as available.,2021-03-03 08:06:00,2021-03-08 20:40:00,-88.488002,36.94915,5 days 12:34:00,132.5667
1,McCracken,KY-994,OLD MAYFIELD RD,3.7,3.7,Roadway closed due to flooding. Updates as available.,2021-03-17 18:15:00,2021-03-18 17:54:01,-88.62932,37.017294,0 days 23:39:01,23.6503
1,McCracken,KY-994,OLD MAYFIELD RD,3.7,3.7,Road closed due to flooding. Updates as available.,2021-03-18 08:55:00,2021-03-18 17:52:01,-88.62932,37.017294,0 days 08:57:01,8.9503
1,McCracken,KY-994,OLD MAYFIELD RD,5.6,5.6,Road closed due to flooding.,2021-01-25 14:44:00,2021-01-25 23:38:00,-88.629258,37.017276,0 days 08:54:00,8.9
1,McCracken,US-45X,NORTH 8TH ST,2.9,2.9,Eastbound reduced to one lane between 8th Street and 9th Street due to a sinkhole.,2021-05-06 17:15:00,2021-05-07 20:58:01,-88.606844,37.09081,1 days 03:43:01,27.7169
1,Trigg,KY-124,CERULEAN RD,9.0,10.0,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-26 16:58:00,-87.708528,36.962591,0 days 22:58:00,22.9667
1,Trigg,KY-1507,BAREFIELD RD,0.0,1.0,Road closed due to flooding.,2021-01-25 15:18:00,2021-01-29 21:58:00,-87.70819,36.905657,4 days 06:40:00,102.6667
1,Trigg,KY-1507,BAREFIELD RD,1.0,1.0,Road closed due to flooding. Updates as available.,2021-03-02 11:41:00,2021-03-02 17:30:01,-87.706756,36.91289,0 days 05:49:01,5.8169
1,Trigg,KY-525,NEW HOPE RD,8.2,8.2,Blocked between Meadow Cemetery Rd. and Freeman Rd. Seek alternate route.,2021-05-13 11:45:00,2021-06-18 21:58:01,-87.794078,36.809857,36 days 10:13:01,874.2169
1,Trigg,KY-525,NEW HOPE RD,8.2,8.2,Blocked due to damage to a culvert in the area.,2021-05-13 11:45:00,2021-05-13 18:52:01,-87.794078,36.809857,0 days 07:07:01,7.1169
1,Trigg,KY-807,DONALDSON CREEK RD,3.0,3.0,Road closed due to flooding. Updates as available.,2021-03-01 13:06:00,2021-03-02 16:40:01,-87.850878,36.752725,1 days 03:34:01,27.5669
2,Caldwell,I-24,I-24,55.0,55.0,"Eastbound reduced to one lane for repairs, right lane blocked.",2021-01-08 17:00:00,2021-01-15 21:58:01,-87.88513,36.970563,7 days 04:58:01,172.9669
2,Caldwell,KY-139,FARMERSVILLE RD,14.0,15.0,Roadway blocked due to flooding. Will update as available,2021-07-11 09:27:00,2021-07-12 12:28:01,-87.911241,37.180141,1 days 03:01:01,27.0169
2,Caldwell,KY-91,MARION RD,17.0,20.0,Roadway blocked due to flooding. Will update as available,2021-07-11 09:24:00,2021-07-12 12:28:01,-87.982681,37.161056,1 days 03:04:01,27.0669
2,Christian,KY-115,PEMBROKE-OAK GROVE RD,5.5,5.5,"Lane temporarily blocked 10 - 12 hours daily, with alternating traffic flow. Expect delays.",2021-07-15 07:00:00,2021-07-23 22:58:02,-87.380817,36.713397,8 days 15:58:02,207.9672
2,Christian,KY-115,PEMBROKE-OAK GROVE RD,5.5,5.5,"Lane temporarily blocked daily, with alternating traffic flow. Expect delays.",2021-07-15 07:00:00,2021-07-18 22:58:02,-87.380817,36.713397,3 days 15:58:02,87.9672
2,Christian,KY-1843,VAUGHNS GROVE-FAIRVIEW RD,1.0,2.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:21:00,2021-03-01 14:58:00,-87.321078,36.860174,1 days 00:37:00,24.6167
2,Christian,US-41A,FORT CAMPBELL BLVD,9.0,10.0,Road closed due to flooding. Updates as available.,2021-02-28 14:22:00,2021-03-01 19:38:01,-87.471583,36.803224,1 days 05:16:01,29.2669
2,Christian,US-41A,FORT CAMPBELL BLVD,11.0,12.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:22:00,2021-03-01 14:58:00,-87.471583,36.803224,1 days 00:36:00,24.6
2,Christian,US-41A,FORT CAMPBELL BLVD,14.0,15.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:23:00,2021-03-01 14:58:00,-87.484202,36.84308,1 days 00:35:00,24.5833
2,Daviess,KY-142,KY-142,5.6,5.6,Road blocked due to flooding. Updates as available.,2021-03-12 21:15:00,2021-03-13 19:00:01,-86.990782,37.728711,0 days 21:45:01,21.7503
2,Daviess,KY-142,KY-142,5.6,5.6,Road blocked due to flooding. Will update as available.,2021-03-12 21:15:00,2021-03-13 02:30:01,-86.990782,37.728711,0 days 05:15:01,5.2503
2,Daviess,KY-298,HILL BRIDGE RD,0.0,3.0,Road closed due to flooding. Updates as available.,2021-05-05 11:11:00,2021-05-14 20:58:01,-87.093963,37.679994,9 days 09:47:01,225.7836
2,Daviess,KY-298,HILL BRIDGE RD,0.0,3.0,Blocked due to flooding in the area.,2021-05-05 11:11:00,2021-05-07 14:26:01,-87.093963,37.679994,2 days 03:15:01,51.2503
2,Daviess,KY-298,HILL BRIDGE RD,2.0,3.0,Road closed due to flooding. Updates as available.,2021-03-12 21:15:00,2021-03-15 20:04:00,-87.093963,37.679994,2 days 22:49:00,70.8167
2,Daviess,KY-298,HILL BRIDGE RD,2.0,3.0,FLOODING ROAD BLOCKED,2021-03-15 09:14:00,2021-03-17 12:42:01,-87.093963,37.679994,2 days 03:28:01,51.4669
2,Daviess,KY-298,HILL BRIDGE RD,2.0,3.0,Blocked due to flooding in the area.,2021-05-05 11:11:00,2021-05-05 21:38:10,-87.093963,37.679994,0 days 10:27:10,10.4528
2,Daviess,KY-298,HILL BRIDGE RD,2.1,3.5,Road closed due to flooding. Updates as available.,2021-03-01 10:49:00,2021-03-05 14:30:01,-87.089079,37.678461,4 days 03:41:01,99.6836
2,Daviess,KY-334,KY-334,0.0,1.8,Roadway closed due to flooding. Updates as available,2021-03-06 10:51:00,2021-03-09 13:32:01,-86.99024,37.886843,3 days 02:41:01,74.6836
2,Daviess,KY-762,KY-762,0.0,1.0,Road closed due to flooding. Updates as available.,2021-03-12 21:15:00,2021-05-05 21:38:10,-86.939792,37.634446,54 days 00:23:10,1296.3861
2,Daviess,KY-762,KY-762,2.0,1.0,Road closed due to flooding. Updates as available.,2021-05-05 11:33:00,2021-05-06 12:48:01,-86.939792,37.634446,1 days 01:15:01,25.2503
2,Hancock,KY-334,KY-334,0.0,4.0,Roadway closed due to flooding. Updates as available,2021-03-06 10:49:00,2021-03-09 17:12:01,-86.961662,37.918834,3 days 06:23:01,78.3836
2,Hancock,KY-334,KY-334,6.0,8.0,Roadway closed due to flooding. Updates as available,2021-03-06 10:50:00,2021-03-08 17:50:00,-86.883455,37.949949,2 days 07:00:00,55.0
2,Hancock,KY-334,KY-334,14.0,16.0,Road closed due to flooding. Updates as available.,2021-03-02 11:27:00,2021-03-10 16:26:01,-86.797983,37.953637,8 days 04:59:01,196.9836
2,Hancock,KY-334,KY-334,17.0,19.0,Road blocked due to flooding. Updates as available.,2021-03-03 20:00:00,2021-03-09 23:44:01,-86.767821,37.922294,6 days 03:44:01,147.7336
2,Hancock,KY-3543,KY-3543,0.0,2.0,Road blocked due to flooding. Updates as available.,2021-03-03 20:00:00,2021-03-04 17:48:00,-86.794074,37.931577,0 days 21:48:00,21.8
2,Hancock,KY-3543,KY-3543,0.0,1.0,Road closed due to flooding. Updates as available.,2021-03-04 12:50:00,2021-03-11 14:24:01,-86.801387,37.927301,7 days 01:34:01,169.5669
