District,County,Route,Road_Name,Begin_MP,End_MP,Comments,Reported_On,End_Date,Route_Link
1,Calloway,KY-1270,EDGEHILL TRL,0.1,4.3,Roadway blocked due to flooding. Updates as available.,2023-07-19 12:46:43,2023-07-20 10:40:01,https://goky.ky.gov/?lat=36.510346&lng=-88.487221&zoom=14KY-1270
1,Calloway,KY-1270,EDGEHILL TRL,0.1,4.3,Both directions all lanes blocked due to flooding. Seek alternate route.,2023-07-19 12:46:43,2023-07-19 15:10:00,https://goky.ky.gov/?lat=36.510346&lng=-88.487221&zoom=14KY-1270
1,Calloway,KY-1270,EDGEHILL TRL,1.0,1.0,Road blocked due pavement washout .  ,2025-04-07 16:56:01,2025-04-08 09:16:01,https://goky.ky.gov/?lat=36.515793&lng=-88.473299&zoom=14KY-1270
1,Calloway,KY-1429,COLES CAMPGROUND RD,1.4,1.4,Roadway blocked due to flooding. Updates as available.,2025-04-05 23:52:07,2025-04-08 18:36:01,https://goky.ky.gov/?lat=36.67558&lng=-88.336022&zoom=14KY-1429
1,Calloway,KY-280,POTTERTOWN RD,7.2,7.8,Roadway blocked due to downed trees and power lines. Updates as available.,2023-07-19 12:47:36,2023-07-19 20:16:00,https://goky.ky.gov/?lat=36.602155&lng=-88.141003&zoom=14KY-280
1,Calloway,KY-280,POTTERTOWN RD,7.2,7.8,Roadway blocked due to flooding. Updates as available.,2023-07-19 12:47:36,2023-07-19 12:52:01,https://goky.ky.gov/?lat=36.602155&lng=-88.141003&zoom=14KY-280
1,Calloway,KY-280,SPEAKER TRL,12.5,12.5,Roadway blocked due to flooding. Updates as available.,2025-04-06 00:10:32,2025-04-06 09:40:03,https://goky.ky.gov/?lat=36.549242&lng=-88.172204&zoom=14KY-280
1,Calloway,KY-464,ALMO RD,13.0,13.0,Roadway blocked due to flooding. Updates as available.,2025-02-16 06:20:20,2025-02-17 10:00:01,https://goky.ky.gov/?lat=36.692595&lng=-88.277163&zoom=14KY-464
1,Calloway,KY-464,ALMO RD,13.0,13.0,BLOCKED FLOODING,2025-02-16 10:04:22,2025-02-16 20:46:01,https://goky.ky.gov/?lat=36.692595&lng=-88.277163&zoom=14KY-464
1,Calloway,KY-783,CROSSLAND RD,4.0,4.0,,2023-01-03 07:31:05,2023-01-03 17:34:00,https://goky.ky.gov/?lat=36.574914&lng=-88.388492&zoom=14KY-783
1,Calloway,KY-783,CROSSLAND RD,4.2,4.3,"Blocked due to flooding, find alternate route.",2023-01-04 13:27:30,2023-01-04 16:10:00,https://goky.ky.gov/?lat=36.577804&lng=-88.388444&zoom=14KY-783
1,Carlisle,KY-121,KY-121 N,7.3,7.3,Roadway blocked due to flooding. Updates as available,2022-04-12 08:56:00,2022-04-12 10:04:00,https://goky.ky.gov/?lat=36.907913&lng=-88.917011&zoom=14
1,Carlisle,KY-121,KY-121 N,7.4,8.2,,2025-04-05 18:36:10,2025-04-06 02:18:01,https://goky.ky.gov/?lat=36.908923&lng=-88.918209&zoom=14KY-121
1,Carlisle,KY-121,KY-121 N,7.4,8.2,Roadway blocked due to flooding. Updates as available.,2025-04-05 18:36:10,2025-04-06 09:42:02,https://goky.ky.gov/?lat=36.908923&lng=-88.918209&zoom=14KY-121
1,Carlisle,KY-1591,KY-1591,1.5,1.5,Both directions all lanes blocked due to flooding. Seek alternate route.,2025-02-21 13:00:00,2025-02-21 16:32:05,https://goky.ky.gov/?lat=36.81955&lng=-89.044901&zoom=14KY-1591
1,Carlisle,KY-1591,KY-1591,1.5,1.5,Roadway blocked due to a sonkhole. Updates as available. ,2025-02-21 13:00:00,2025-02-23 15:10:01,https://goky.ky.gov/?lat=36.81955&lng=-89.044901&zoom=14KY-1591
1,Carlisle,KY-1591,KY-1591,1.5,1.5,Roadway blocked due to flooding. Updates as available. ,2025-02-21 13:00:00,2025-02-22 18:32:01,https://goky.ky.gov/?lat=36.81955&lng=-89.044901&zoom=14KY-1591
1,Carlisle,KY-1628,KY-1628,2.0,2.0,Roadway blocked due to flood damage. Updates as available.,2022-04-26 08:11:00,2022-04-28 08:02:01,https://goky.ky.gov/?lat=36.922194&lng=-88.898473&zoom=14
1,Carlisle,KY-1628,KY-1628,2.0,2.0,Roadway Closed due to Flood damage,2022-04-26 08:11:00,2022-04-26 10:50:00,https://goky.ky.gov/?lat=36.922194&lng=-88.898473&zoom=14
1,Carlisle,KY-1628,KY-1628,2.0,4.0,Both directions all lanes blocked. Seek alternate route,2023-01-03 07:11:01,2023-01-03 16:48:01,https://goky.ky.gov/?lat=36.922201&lng=-88.898478&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,2.0,4.0,Rpadway blocked due to flooding. Updates as avaiable. ,2023-01-03 07:11:01,2023-01-04 10:04:01,https://goky.ky.gov/?lat=36.922201&lng=-88.898478&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Blocked due to flooding in the area.,2022-01-01 11:37:00,2022-02-18 17:38:00,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:27:00,2022-01-09 18:10:01,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway blocked due to flooding. Updates as available.,2022-01-09 08:27:00,2022-02-25 15:58:00,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Road blocked due to flooding. Updates as available.,2022-02-18 07:09:00,2022-02-23 16:12:00,https://goky.ky.gov/?lat=36.921224&lng=-88.871376&zoom=14
1,Carlisle,KY-1628,KY-1628,3.0,3.0,Road blocked due to flooding at this location.,2023-03-25 09:21:07,2023-03-25 22:14:02,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 18:09:48,2025-04-08 09:16:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,"Roadway blocked due to flooding. Will remain closed through Thursday, July 27. ",2023-07-19 20:17:08,2023-07-22 20:08:00,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Both directions all lanes blocked. Seek alternate route.,2023-08-05 10:52:22,2023-08-05 10:58:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway is blocked due to water over the road signs are posted,2023-08-05 10:53:21,2023-08-05 15:04:00,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway is blocked due to flooding. Updates as available.,2023-08-05 10:53:21,2023-08-05 16:06:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Both directions all lanes blocked due to flooding. Seek alternate route.,2024-01-12 11:47:16,2024-01-12 16:10:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway blocked due to flooding. Updates as avilable.,2024-05-26 15:34:07,2024-05-28 09:16:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,OPEN,2024-09-27 18:05:06,2024-09-30 15:56:23,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,3.0,OPEN,2024-09-27 18:05:06,2024-09-30 16:56:07,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,,2024-09-27 18:05:06,2024-09-27 18:06:06,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,Roadway blocked due to flooding.  Updates as available.,2024-09-27 18:05:06,2024-09-28 12:16:07,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,BLOCKED BETWEEN 3-4 MM,2024-09-27 18:05:06,2024-09-28 13:02:06,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,ROAD IS OPEN,2024-09-27 18:05:06,2024-09-28 12:48:06,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,KY 1628 is closed with high water between the 3-4 MM,2025-02-15 09:40:29,2025-02-16 20:48:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,BLOCKED FLOODING,2025-02-16 10:07:26,2025-02-16 20:46:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,3.0,4.0,ROAD BLOCKED DUE TO HIGH WATER,2025-04-03 10:17:26,2025-04-03 15:08:01,https://goky.ky.gov/?lat=36.921871&lng=-88.880394&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,4.0,5.0,Roadway blocked due to flooding. Updates as available.,2024-05-09 09:01:43,2024-05-11 16:30:01,https://goky.ky.gov/?lat=36.921134&lng=-88.862488&zoom=14KY-1628
1,Carlisle,KY-1628,KY-1628,4.0,5.0,Road blocked due to flooding at this location.,2024-05-09 09:01:43,2024-05-09 14:50:00,https://goky.ky.gov/?lat=36.921134&lng=-88.862488&zoom=14KY-1628
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Blocked due to flooding in the area.,2022-01-01 11:36:00,2022-01-02 21:44:00,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2022-01-01 11:36:00,2022-02-25 15:58:00,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:26:00,2022-01-09 18:08:01,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Road blocked due to flooding. Updates as available.,2022-02-22 16:51:00,2022-02-23 16:14:01,https://goky.ky.gov/?lat=36.935156&lng=-88.88507&zoom=14
1,Carlisle,KY-1820,KY-1820,1.0,2.0,Roadway blocked due to flooding. Updates as available.,2023-01-03 07:12:36,2025-04-08 09:16:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,2.0,Both directions all lanes blocked. Seek alternate route.,2023-01-03 07:12:36,2023-01-03 16:48:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Roadway blocked due to flooding. Updates as available.,2023-03-05 01:14:19,2025-02-20 13:54:02,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,3.0,Road blocked due to flooding at this location.,2023-03-25 09:19:40,2023-03-27 15:38:02,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,6.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 18:08:53,2025-04-09 19:22:05,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,1.0,,2024-05-26 15:17:59,2024-06-03 22:44:02,https://goky.ky.gov/?lat=36.922126&lng=-88.889779&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,2.0,Roadway blocked due to flooding. Updates as avilable.,2024-05-26 15:17:59,2024-05-29 12:24:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,3.0,KY 1820 is closed with high water between the 1-3 MM. ,2025-02-15 09:38:25,2025-02-16 20:48:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,3.0,BLOCKED FLOODING,2025-02-16 10:06:17,2025-02-16 20:46:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,1.0,2.0,ROAD BLOCKED DUE TO HIGH WATER,2025-04-03 10:16:30,2025-04-03 15:08:01,https://goky.ky.gov/?lat=36.922127&lng=-88.88978&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Roadway is blocked due to water over the road. Signs are posted,2023-08-05 10:49:59,2023-08-05 15:02:00,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Roadway blocked due to flooding. Updates as available.,2023-08-05 10:49:59,2024-05-11 16:30:01,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Both directions all lanes blocked due to flooding. Seek alternate route.,2024-01-12 11:47:15,2024-01-12 16:10:01,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Road blocked due to flooding at this location.,2024-05-09 09:01:00,2024-05-09 14:50:00,https://goky.ky.gov/?lat=36.935163&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,ROAD IS OPEN,2024-09-27 18:07:37,2024-09-28 12:42:07,https://goky.ky.gov/?lat=36.935162&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Roadway blocked due to flooding. Updates as available.,2024-09-27 18:07:37,2024-10-02 10:44:07,https://goky.ky.gov/?lat=36.935162&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,Roadway blocked due to flooding.  Updates as available.,2024-09-27 18:07:37,2024-09-28 12:18:07,https://goky.ky.gov/?lat=36.935162&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,2.0,,2024-09-27 18:07:37,2024-09-27 18:08:06,https://goky.ky.gov/?lat=36.935162&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,3.0,BLOCKED BETWEEN 2-3 MM / FLOODING,2024-09-27 18:07:37,2024-09-30 19:26:06,https://goky.ky.gov/?lat=36.935162&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,2.0,2.0,Roadway blocked due to flooding. Updates as available. ,2024-09-27 18:07:37,2024-10-02 12:36:05,https://goky.ky.gov/?lat=36.935162&lng=-88.885075&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to floodig Updates as available.,2023-03-04 19:28:17,2023-03-05 17:46:01,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to high water. Updates as available.,2023-03-04 19:28:17,2023-03-04 22:16:01,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to flooding. Updates as available.,2023-03-04 19:28:17,2023-03-08 16:22:00,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,5.0,,2024-05-28 16:10:19,2024-06-03 22:44:02,https://goky.ky.gov/?lat=36.941256&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,5.0,6.0,Roadway blocked due to flooding.  Updates as available.,2024-05-28 16:10:19,2024-05-29 12:24:01,https://goky.ky.gov/?lat=36.941257&lng=-88.836953&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,6.0,6.0,Roadway blocked due to flooding. Updates as available.,2025-02-16 20:46:57,2025-02-18 09:48:01,https://goky.ky.gov/?lat=36.946203&lng=-88.821685&zoom=14KY-1820
1,Carlisle,KY-1820,KY-1820,6.5,6.5,Road blocked due to flooding.  Updates as available.,2025-04-05 08:44:43,2025-04-08 09:16:01,https://goky.ky.gov/?lat=36.946065&lng=-88.812984&zoom=14KY-1820
1,Carlisle,KY-307,KY-307,0.5,0.5,Roadway blocked due to flooding. Updates as available.,2025-04-04 06:38:38,2025-04-04 09:54:01,https://goky.ky.gov/?lat=36.846077&lng=-88.865098&zoom=14KY-307
1,Carlisle,KY-307,KY-307,1.0,1.0,Roadway blocked due to water over the road,2023-07-19 06:57:23,2023-07-19 15:12:01,https://goky.ky.gov/?lat=36.787286&lng=-88.862916&zoom=14KY-307
1,Carlisle,KY-307,KY-307,1.0,1.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:57:23,2023-07-20 06:34:01,https://goky.ky.gov/?lat=36.787286&lng=-88.862916&zoom=14KY-307
1,Carlisle,KY-307,KY-307,5.0,5.0,Roadway blocked due to flooding. Updates as available.,2025-04-04 06:38:38,2025-04-04 07:32:02,https://goky.ky.gov/?lat=36.846077&lng=-88.865098&zoom=14KY-307
1,Carlisle,KY-307,KY-307,7.0,7.0,Road blocked due to flooding. Updates as available.,2023-03-03 06:32:51,2023-03-03 10:26:01,https://goky.ky.gov/?lat=36.874876&lng=-88.862291&zoom=14KY-307
1,Carlisle,KY-307,KY-307,7.2,7.2,ROAD BLOCKED TO HIGH WATER,2022-04-06 08:13:00,2022-04-06 12:16:01,https://goky.ky.gov/?lat=36.877816&lng=-88.862246&zoom=14
1,Carlisle,KY-307,KY-307,8.0,8.0,Roadway is blocked at this location due to water over the road.,2023-07-19 06:19:29,2023-07-19 15:14:01,https://goky.ky.gov/?lat=36.889663&lng=-88.862205&zoom=14KY-307
1,Carlisle,KY-307,KY-307,8.0,8.0,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:19:29,2023-07-19 20:18:01,https://goky.ky.gov/?lat=36.889663&lng=-88.862205&zoom=14KY-307
1,Carlisle,KY-80,KY-80 W,2.0,2.0,Roadway blocked due to flooding.  Updates as available.,2024-09-27 17:56:57,2024-09-27 23:38:07,https://goky.ky.gov/?lat=36.78328&lng=-89.027737&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.0,3.0,Roadway blocked due to flooding.  Updates as available.,2024-09-27 17:56:57,2024-09-27 22:38:06,https://goky.ky.gov/?lat=36.78328&lng=-89.027737&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.0,2.0,,2024-09-27 17:56:57,2024-09-27 18:00:07,https://goky.ky.gov/?lat=36.78328&lng=-89.027737&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.0,3.0,Roadway blocked due to flooding. Updates as available. ,2025-02-15 17:15:11,2025-02-16 01:36:01,https://goky.ky.gov/?lat=36.78328&lng=-89.027737&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.0,3.0,Roadway blocked due to high water,2025-04-05 08:44:03,2025-04-05 13:02:06,https://goky.ky.gov/?lat=36.78328&lng=-89.027737&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,road blocked due to high water,2022-04-06 07:31:00,2022-04-06 12:16:01,https://goky.ky.gov/?lat=36.788629&lng=-89.015263&zoom=14
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Road blocked due to flooding. Updates as available.,2023-03-03 06:26:59,2023-03-03 22:12:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Road blocked due to flooding at this location.,2023-03-25 09:27:29,2023-03-25 11:50:00,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Roadway blocked due to flooding. Updates as available.,2023-07-19 06:15:57,2023-07-19 20:18:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Roadway ia blocked in at this location due to water over the road.,2023-07-19 06:15:57,2023-07-19 15:14:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Both directions all lanes blocked due to flooding. Seek alternate route.,2023-08-05 09:37:07,2023-08-05 13:06:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.8,2.8,Roadway is blocked due to water over the roadway. Signs and barricades are in place,2023-08-05 09:39:39,2023-08-05 10:54:01,https://goky.ky.gov/?lat=36.788636&lng=-89.015268&zoom=14KY-80
1,Carlisle,KY-80,KY-80 W,2.9,2.9,Roadway blocked due to flooding. Updates as avilable.,2024-05-26 10:29:45,2024-05-26 15:34:01,https://goky.ky.gov/?lat=36.789039&lng=-89.013536&zoom=14KY-80
1,Carlisle,US-51,US-51 S,4.0,4.0,Roadway blocked due to flooding. Updates as available.,2025-02-16 20:47:53,2025-02-17 13:16:06,https://goky.ky.gov/?lat=36.826958&lng=-89.011835&zoom=14US-51
1,Carlisle,US-62,US-62,0.0,6.0,Road is blocked due to flooding. Updates as available.,2022-01-09 08:20:00,2022-01-09 10:32:00,https://goky.ky.gov/?lat=36.892297&lng=-88.966634&zoom=14
1,Carlisle,US-62,US-62,3.0,4.0,Roadway blocked due to flooding. Updates as available.,2023-01-03 07:14:05,2025-04-05 10:18:01,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
1,Carlisle,US-62,US-62,3.0,4.0,Both directions all lanes blocked. Seek alternate route.,2023-01-03 07:14:05,2023-01-03 16:40:01,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
1,Carlisle,US-62,US-62,3.0,4.0,Road blocked due to flooding.  Seek alternate route.,2024-12-29 08:29:58,2024-12-29 20:04:01,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
1,Carlisle,US-62,US-62,3.0,4.0,Roadway is blocked due to flooding. Updates as available,2025-01-31 06:07:08,2025-02-01 08:44:01,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
1,Carlisle,US-62,US-62,3.0,4.0,U.S. 62 is CLOSED with high water between the 3-4 MM near the West Fork Creek Bottoms. ,2025-04-03 08:18:36,2025-04-03 13:26:01,https://goky.ky.gov/?lat=36.892304&lng=-88.966639&zoom=14US-62
